"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2012M05","Mushrooms per kg","Euro","4.445"
"National Average Price","2012M05","Tomatoes tinned per 400g","Euro","0.857"
"National Average Price","2012M05","Potatoes 2.5 kg","Euro","3.044"
"National Average Price","2012M05","Potatoes 7.5 kg","Euro",""
"National Average Price","2012M05","Potatoes 10 kg","Euro","4.938"
"National Average Price","2012M05","White granulated sugar per 1 kg","Euro","1.342"
"National Average Price","2012M05","Jam per lb","Euro","1.953"
"National Average Price","2012M05","Marmalade per lb","Euro","1.869"
"National Average Price","2012M05","Tea bags per 80","Euro","2.881"
"National Average Price","2012M05","Orange juice per litre","Euro","1.462"
"National Average Price","2012M05","Whiskey - take home (70cl  bottle)","Euro","21.914"
"National Average Price","2012M05","Brandy - take home (70cl  bottle)","Euro","25.726"
"National Average Price","2012M05","Vodka - take home (70cl  bottle)","Euro","17.698"
"National Average Price","2012M05","Cream liqueur - take home (70cl  bottle)","Euro","14.443"
"National Average Price","2012M05","Wine - take home (75cl  bottle)","Euro","9.135"
"National Average Price","2012M05","Cider - take home (50cl can)","Euro","2.107"
"National Average Price","2012M05","Sherry - take home (75cl  bottle)","Euro","10.781"
"National Average Price","2012M05","Lager - take home (50cl can)","Euro","1.763"
"National Average Price","2012M05","Stout - take home (50cl can)","Euro","2.053"
"National Average Price","2012M05","Filtered cigarettes per 20 pk","Euro","9.026"
"National Average Price","2012M05","Stout - draught bar (1 pint)","Euro","3.985"
"National Average Price","2012M05","Lager - draught bar (1 pint)","Euro","4.328"
"National Average Price","2012M05","Lager - bar (33cl bottle)","Euro","4.381"
"National Average Price","2012M05","Cider - draught bar (1 pint)","Euro","4.483"
"National Average Price","2012M05","Ale - draught bar (1 pint)","Euro","4.028"
"National Average Price","2012M05","Cider - bar (33cl bottle)","Euro","4.501"
"National Average Price","2012M05","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.162"
"National Average Price","2012M05","Whiskey - bar (single) per ½  glass","Euro","3.737"
"National Average Price","2012M05","Brandy - bar (single) per ½  glass","Euro","4.308"
"National Average Price","2012M05","Vodka - bar (single) per ½  glass","Euro","3.79"
"National Average Price","2012M05","Wine - bar (187ml bottle)","Euro","4.899"
"National Average Price","2012M05","Diesel per litre","Euro","1.579"
"National Average Price","2012M05","Petrol - unleaded per litre","Euro","1.665"
"National Average Price","2012M05","Cinema fee","Euro","8.959"
"National Average Price","2012M05","Nightclubs fee","Euro","9.511"
"National Average Price","2012M05","Gent's dry cut fee","Euro","11.889"
"National Average Price","2012M05","Gent's wash, cut, and blow dry fee","Euro","17.495"
"National Average Price","2012M05","Ladies' wash, cut and blow dry fee","Euro","36.015"
"National Average Price","2012M06","White, self raising flour per 2 kg","Euro","2.132"
"National Average Price","2012M06","Brown, wholemeal flour per 2 kg","Euro","2.475"
"National Average Price","2012M06","Bread, white sliced pan, large (800g)","Euro","1.299"
"National Average Price","2012M06","Bread, brown sliced pan, large (800g)","Euro","1.507"
"National Average Price","2012M06","Spaghetti per 500g","Euro","1.141"
"National Average Price","2012M06","Sirloin steak per kg","Euro","15.611"
"National Average Price","2012M06","Striploin steak per kg","Euro","21.763"
"National Average Price","2012M06","Roast beef - topside or rib per kg","Euro","11.616"
"National Average Price","2012M06","Sliced / diced beef pieces per kg","Euro","9.985"
"National Average Price","2012M06","Pork loin chops per kg","Euro","7.824"
"National Average Price","2012M06","Pork steak per kg","Euro","9.723"
"National Average Price","2012M06","Lamb - whole leg / half leg per kg","Euro","11.639"
"National Average Price","2012M06","Lamb loin chops per kg","Euro","19.507"
"National Average Price","2012M06","Lamb gigot chops per kg","Euro","13.228"
"National Average Price","2012M06","Uncooked chicken medium size 1.6kg","Euro","5.744"
"National Average Price","2012M06","Lamb's liver per kg","Euro","5.695"
"National Average Price","2012M06","Ham fillet per kg","Euro","6.018"
"National Average Price","2012M06","Cooked ham per kg","Euro","16.181"
"National Average Price","2012M06","Best back rashers per kg","Euro","10.74"
"National Average Price","2012M06","Pork sausages per kg","Euro","5.497"
"National Average Price","2012M06","Fresh fillet of whiting per kg","Euro","10.876"
"National Average Price","2012M06","Fresh fillet of cod per kg","Euro","16.915"
"National Average Price","2012M06","Fresh salmon per kg","Euro","14.914"
"National Average Price","2012M06","Fresh fillet of plaice per kg","Euro","17.358"
"National Average Price","2012M06","Fresh hake per kg","Euro",""
"National Average Price","2012M06","Smoked salmon per kg","Euro","26.426"
"National Average Price","2012M06","Full fat milk per 2 litre","Euro","1.772"
"National Average Price","2012M06","Low fat milk per 1 litre","Euro","1.049"
"National Average Price","2012M06","Irish cheddar per kg","Euro","11.569"
"National Average Price","2012M06","Large eggs per half dozen","Euro","1.886"
"National Average Price","2012M06","Medium eggs per half dozen","Euro","1.678"
"National Average Price","2012M06","Butter per lb","Euro","2.785"
"National Average Price","2012M06","Grapes per kg","Euro","6.054"
"National Average Price","2012M06","Bananas per kg","Euro","1.364"
"National Average Price","2012M06","Tomatoes per kg","Euro","2.881"
"National Average Price","2012M06","Onions per kg","Euro","1.224"
"National Average Price","2012M06","Broccoli per kg","Euro","2.788"
"National Average Price","2012M06","Carrots per kg","Euro","1.154"
"National Average Price","2012M06","Mushrooms per kg","Euro","4.499"
"National Average Price","2012M06","Tomatoes tinned per 400g","Euro","0.856"
"National Average Price","2012M06","Potatoes 2.5 kg","Euro","3.195"
"National Average Price","2012M06","Potatoes 7.5 kg","Euro",""
"National Average Price","2012M06","Potatoes 10 kg","Euro","5.47"
"National Average Price","2012M06","White granulated sugar per 1 kg","Euro","1.335"
"National Average Price","2012M06","Jam per lb","Euro","1.958"
"National Average Price","2012M06","Marmalade per lb","Euro","1.94"
"National Average Price","2012M06","Tea bags per 80","Euro","2.931"
"National Average Price","2012M06","Orange juice per litre","Euro","1.462"
"National Average Price","2012M06","Whiskey - take home (70cl  bottle)","Euro","21.579"
"National Average Price","2012M06","Brandy - take home (70cl  bottle)","Euro","25.41"
"National Average Price","2012M06","Vodka - take home (70cl  bottle)","Euro","17.522"
"National Average Price","2012M06","Cream liqueur - take home (70cl  bottle)","Euro","14.823"
"National Average Price","2012M06","Wine - take home (75cl  bottle)","Euro","9.133"
"National Average Price","2012M06","Cider - take home (50cl can)","Euro","2.101"
"National Average Price","2012M06","Sherry - take home (75cl  bottle)","Euro","10.76"
"National Average Price","2012M06","Lager - take home (50cl can)","Euro","1.795"
"National Average Price","2012M06","Stout - take home (50cl can)","Euro","2.06"
"National Average Price","2012M06","Filtered cigarettes per 20 pk","Euro","9.035"
"National Average Price","2012M06","Stout - draught bar (1 pint)","Euro","3.985"
"National Average Price","2012M06","Lager - draught bar (1 pint)","Euro","4.331"
"National Average Price","2012M06","Lager - bar (33cl bottle)","Euro","4.381"
"National Average Price","2012M06","Cider - draught bar (1 pint)","Euro","4.48"
"National Average Price","2012M06","Ale - draught bar (1 pint)","Euro","4.028"
"National Average Price","2012M06","Cider - bar (33cl bottle)","Euro","4.502"
"National Average Price","2012M06","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.161"
"National Average Price","2012M06","Whiskey - bar (single) per ½  glass","Euro","3.739"
"National Average Price","2012M06","Brandy - bar (single) per ½  glass","Euro","4.315"
"National Average Price","2012M06","Vodka - bar (single) per ½  glass","Euro","3.797"
"National Average Price","2012M06","Wine - bar (187ml bottle)","Euro","4.901"
"National Average Price","2012M06","Diesel per litre","Euro","1.534"
"National Average Price","2012M06","Petrol - unleaded per litre","Euro","1.621"
"National Average Price","2012M06","Cinema fee","Euro","8.984"
"National Average Price","2012M06","Nightclubs fee","Euro","9.473"
"National Average Price","2012M06","Gent's dry cut fee","Euro","12.011"
"National Average Price","2012M06","Gent's wash, cut, and blow dry fee","Euro","17.69"
"National Average Price","2012M06","Ladies' wash, cut and blow dry fee","Euro","36.092"
"National Average Price","2012M07","White, self raising flour per 2 kg","Euro","2.129"
"National Average Price","2012M07","Brown, wholemeal flour per 2 kg","Euro","2.486"
"National Average Price","2012M07","Bread, white sliced pan, large (800g)","Euro","1.279"
"National Average Price","2012M07","Bread, brown sliced pan, large (800g)","Euro","1.521"
"National Average Price","2012M07","Spaghetti per 500g","Euro","1.141"
"National Average Price","2012M07","Sirloin steak per kg","Euro","15.764"
"National Average Price","2012M07","Striploin steak per kg","Euro","21.998"
"National Average Price","2012M07","Roast beef - topside or rib per kg","Euro","12.154"
"National Average Price","2012M07","Sliced / diced beef pieces per kg","Euro","10.229"
"National Average Price","2012M07","Pork loin chops per kg","Euro","8.226"
"National Average Price","2012M07","Pork steak per kg","Euro","9.108"
"National Average Price","2012M07","Lamb - whole leg / half leg per kg","Euro","10.912"
"National Average Price","2012M07","Lamb loin chops per kg","Euro","19.623"
"National Average Price","2012M07","Lamb gigot chops per kg","Euro","13.32"
"National Average Price","2012M07","Uncooked chicken medium size 1.6kg","Euro","5.747"
"National Average Price","2012M07","Lamb's liver per kg","Euro","5.687"
"National Average Price","2012M07","Ham fillet per kg","Euro","6.055"
"National Average Price","2012M07","Cooked ham per kg","Euro","16.309"
"National Average Price","2012M07","Best back rashers per kg","Euro","10.663"
"National Average Price","2012M07","Pork sausages per kg","Euro","5.529"
"National Average Price","2012M07","Fresh fillet of whiting per kg","Euro","10.594"
"National Average Price","2012M07","Fresh fillet of cod per kg","Euro","16.657"
"National Average Price","2012M07","Fresh salmon per kg","Euro","14.831"
"National Average Price","2012M07","Fresh fillet of plaice per kg","Euro","17.545"
"National Average Price","2012M07","Fresh hake per kg","Euro",""
"National Average Price","2012M07","Smoked salmon per kg","Euro","27.03"
"National Average Price","2012M07","Full fat milk per 2 litre","Euro","1.774"
"National Average Price","2012M07","Low fat milk per 1 litre","Euro","1.055"
"National Average Price","2012M07","Irish cheddar per kg","Euro","11.243"
"National Average Price","2012M07","Large eggs per half dozen","Euro","1.889"
"National Average Price","2012M07","Medium eggs per half dozen","Euro","1.677"
"National Average Price","2012M07","Butter per lb","Euro","2.768"
"National Average Price","2012M07","Grapes per kg","Euro","5.93"
"National Average Price","2012M07","Bananas per kg","Euro","1.355"
"National Average Price","2012M07","Tomatoes per kg","Euro","2.835"
"National Average Price","2012M07","Onions per kg","Euro","1.234"
"National Average Price","2012M07","Broccoli per kg","Euro","3.391"
"National Average Price","2012M07","Carrots per kg","Euro","1.175"
"National Average Price","2012M07","Mushrooms per kg","Euro","4.541"
"National Average Price","2012M07","Tomatoes tinned per 400g","Euro","0.856"
"National Average Price","2012M07","Potatoes 2.5 kg","Euro","3.152"
"National Average Price","2012M07","Potatoes 7.5 kg","Euro",""
"National Average Price","2012M07","Potatoes 10 kg","Euro","5.908"
"National Average Price","2012M07","White granulated sugar per 1 kg","Euro","1.336"
"National Average Price","2012M07","Jam per lb","Euro","1.878"
"National Average Price","2012M07","Marmalade per lb","Euro","1.901"
"National Average Price","2012M07","Tea bags per 80","Euro","2.924"
"National Average Price","2012M07","Orange juice per litre","Euro","1.436"
"National Average Price","2012M07","Whiskey - take home (70cl  bottle)","Euro","22.452"
"National Average Price","2012M07","Brandy - take home (70cl  bottle)","Euro","25.729"
"National Average Price","2012M07","Vodka - take home (70cl  bottle)","Euro","16.685"
"National Average Price","2012M07","Cream liqueur - take home (70cl  bottle)","Euro","14.662"
"National Average Price","2012M07","Wine - take home (75cl  bottle)","Euro","9.008"
"National Average Price","2012M07","Cider - take home (50cl can)","Euro","2.107"
