"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average  Price","2002M04","Tea bags per 80","Euro","2.37"
"National Average  Price","2002M04","Spaghetti per 500g.","Euro","0.925"
"National Average  Price","2002M04","Jam per lb.","Euro","1.52"
"National Average  Price","2002M04","Marmalade per lb.","Euro","1.496"
"National Average  Price","2002M04","Orange juice per ltr.","Euro","1.527"
"National Average  Price","2002M04","Stout - take home (6 x 250ml)","Euro","6.425"
"National Average  Price","2002M04","Lager - take home (500ml can)","Euro","1.885"
"National Average  Price","2002M04","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2002M04","Cider - take home ( 500ml can)","Euro","2.001"
"National Average  Price","2002M04","Whiskey - take home (70cl bottle)","Euro","18.655"
"National Average  Price","2002M04","Brandy - take home (70cl bottle)","Euro","24.538"
"National Average  Price","2002M04","Vodka - take home (70cl bottle)","Euro","16.522"
"National Average  Price","2002M04","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2002M04","Cream liquer - take home (70cl bottle)","Euro","15.512"
"National Average  Price","2002M04","Sherry - take home (75cl bottle)","Euro","11.038"
"National Average  Price","2002M04","Table wine - take home (75cl bottle)","Euro","9.074"
"National Average  Price","2002M04","Stout - draught bar (1 pint)","Euro","3.216"
"National Average  Price","2002M04","Lager - draught lounge (1/2 pint)","Euro","2.09"
"National Average  Price","2002M04","Lager - draught lounge (1 pint)","Euro","3.557"
"National Average  Price","2002M04","Lager - bottled bar (330ml bottle)","Euro","3.597"
"National Average  Price","2002M04","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2002M04","Ale - draught bar (1 pint)","Euro","3.264"
"National Average  Price","2002M04","Cider - bar (330ml bottle)","Euro","3.777"
"National Average  Price","2002M04","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2002M04","Whiskey - bar (single) per 1/2 glass","Euro","2.825"
"National Average  Price","2002M04","Brandy - bar (single) per 1/2 glass","Euro","3.355"
"National Average  Price","2002M04","Vodka - bar (single) per 1/2 glass","Euro","2.869"
"National Average  Price","2002M04","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2002M04","Filtered cigarettes per 20 pk.","Euro","5.165"
"National Average  Price","2002M04","Cinema fee","Euro","6.466"
"National Average  Price","2002M04","Nightclubs fee","Euro","8.578"
"National Average  Price","2002M04","Gent's haircut - dry cut fee","Euro","9.304"
"National Average  Price","2002M04","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2002M04","Ladies shampoo, cut and blow dry fee","Euro","24.912"
"National Average  Price","2002M04","Petrol - unleaded per ltr.","Euro","0.865"
"National Average  Price","2002M04","Diesel per ltr.","Euro","0.786"
"National Average  Price","2002M04","Fillet/half leg pork per kg.","Euro","6.892"
"National Average  Price","2002M04","1 litre, low fat milk per ltr.","Euro","0.85"
"National Average  Price","2002M04","Large (size 2) eggs per dozen","Euro","2.413"
"National Average  Price","2002M04","Medium (size 3) eggs per dozen","Euro","2.104"
"National Average  Price","2002M04","White, plain flour per 2 kgs.","Euro","1.245"
"National Average  Price","2002M04","Fine quality wine - take home (75cl bottle)","Euro","14.348"
"National Average  Price","2002M05","Round steak per kg.","Euro","8.607"
"National Average  Price","2002M05","Sirloin steak per kg.","Euro","12.87"
"National Average  Price","2002M05","Striploin steak per kg.","Euro","17.381"
"National Average  Price","2002M05","Roast beef topside/rib per kg.","Euro","8.546"
"National Average  Price","2002M05","Sliced/diced beef pieces per kg.","Euro","7.314"
"National Average  Price","2002M05","Lamb whole leg per kg.","Euro","9.723"
"National Average  Price","2002M05","Lamb loin chops per kg.","Euro","16.733"
"National Average  Price","2002M05","Lamb gigot chops per kg.","Euro","10.092"
"National Average  Price","2002M05","Lamb pieces incl neck per kg.","Euro","6.368"
"National Average  Price","2002M05","Lambs liver per kg.","Euro","5.039"
"National Average  Price","2002M05","Roast loin of pork per kg.","Euro","9.042"
"National Average  Price","2002M05","Pork loin chops per kg.","Euro","9.106"
"National Average  Price","2002M05","Pork steak per kg.","Euro","11.275"
"National Average  Price","2002M05","Best back rashers per kg.","Euro","10.228"
"National Average  Price","2002M05","Ham fillet per kg.","Euro","9.015"
"National Average  Price","2002M05","Collar bacon per kg.","Euro","5.771"
"National Average  Price","2002M05","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2002M05","Cooked ham per kg.","Euro","13.591"
"National Average  Price","2002M05","Pork sausages per kg.","Euro","4.561"
"National Average  Price","2002M05","Fillet of whiting per kg.","Euro","8.315"
"National Average  Price","2002M05","Cod fillets per kg.","Euro","13.772"
"National Average  Price","2002M05","Salmon steak per kg.","Euro","12.395"
"National Average  Price","2002M05","Fillet of plaice per kg.","Euro","15.431"
"National Average  Price","2002M05","Smoked salmon per kg.","Euro","19.26"
"National Average  Price","2002M05","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2002M05","Potatoes 2.5 kg.","Euro","3.005"
"National Average  Price","2002M05","Potatoes 10 kg.","Euro","6.286"
"National Average  Price","2002M05","Tomatoes per kg.","Euro","2.782"
"National Average  Price","2002M05","Onions per kg.","Euro","1.368"
"National Average  Price","2002M05","Broccoli per kg.","Euro","3.113"
"National Average  Price","2002M05","Carrots per kg.","Euro","1.428"
"National Average  Price","2002M05","Mushrooms per kg.","Euro","4.004"
"National Average  Price","2002M05","Grapes per kg.","Euro","4.48"
"National Average  Price","2002M05","Bananas per kg.","Euro","1.623"
"National Average  Price","2002M05","1 litre full fat milk per ltr.","Euro","0.847"
"National Average  Price","2002M05","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2002M05","Irish cheddar per kg.","Euro","8.879"
"National Average  Price","2002M05","Butter per lb.","Euro","1.941"
"National Average  Price","2002M05","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2002M05","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2002M05","Bread white sliced, large (800g)","Euro","1.063"
"National Average  Price","2002M05","Bread brown sliced, large (800g)","Euro","1.179"
"National Average  Price","2002M05","White, self-raising flour per 2 kgs.","Euro","1.254"
"National Average  Price","2002M05","Brown, wholemeal flour per 2 kgs.","Euro","1.304"
"National Average  Price","2002M05","White granulated sugar per kg.","Euro","1.113"
"National Average  Price","2002M05","Tea bags per 80","Euro","2.465"
"National Average  Price","2002M05","Spaghetti per 500g.","Euro","0.935"
"National Average  Price","2002M05","Jam per lb.","Euro","1.514"
"National Average  Price","2002M05","Marmalade per lb.","Euro","1.521"
"National Average  Price","2002M05","Orange juice per ltr.","Euro","1.561"
"National Average  Price","2002M05","Stout - take home (6 x 250ml)","Euro","6.518"
"National Average  Price","2002M05","Lager - take home (500ml can)","Euro","1.898"
"National Average  Price","2002M05","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2002M05","Cider - take home ( 500ml can)","Euro","2.053"
"National Average  Price","2002M05","Whiskey - take home (70cl bottle)","Euro","18.711"
"National Average  Price","2002M05","Brandy - take home (70cl bottle)","Euro","24.551"
"National Average  Price","2002M05","Vodka - take home (70cl bottle)","Euro","16.589"
"National Average  Price","2002M05","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2002M05","Cream liquer - take home (70cl bottle)","Euro","15.391"
"National Average  Price","2002M05","Sherry - take home (75cl bottle)","Euro","11.085"
"National Average  Price","2002M05","Table wine - take home (75cl bottle)","Euro","9.125"
"National Average  Price","2002M05","Stout - draught bar (1 pint)","Euro","3.22"
"National Average  Price","2002M05","Lager - draught lounge (1/2 pint)","Euro","2.108"
"National Average  Price","2002M05","Lager - draught lounge (1 pint)","Euro","3.571"
"National Average  Price","2002M05","Lager - bottled bar (330ml bottle)","Euro","3.616"
"National Average  Price","2002M05","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2002M05","Ale - draught bar (1 pint)","Euro","3.269"
"National Average  Price","2002M05","Cider - bar (330ml bottle)","Euro","3.79"
"National Average  Price","2002M05","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2002M05","Whiskey - bar (single) per 1/2 glass","Euro","2.83"
"National Average  Price","2002M05","Brandy - bar (single) per 1/2 glass","Euro","3.36"
"National Average  Price","2002M05","Vodka - bar (single) per 1/2 glass","Euro","2.867"
"National Average  Price","2002M05","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2002M05","Filtered cigarettes per 20 pk.","Euro","5.169"
"National Average  Price","2002M05","Cinema fee","Euro","6.514"
"National Average  Price","2002M05","Nightclubs fee","Euro","8.627"
"National Average  Price","2002M05","Gent's haircut - dry cut fee","Euro","9.035"
"National Average  Price","2002M05","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2002M05","Ladies shampoo, cut and blow dry fee","Euro","25.155"
"National Average  Price","2002M05","Petrol - unleaded per ltr.","Euro","0.915"
"National Average  Price","2002M05","Diesel per ltr.","Euro","0.806"
"National Average  Price","2002M05","Fillet/half leg pork per kg.","Euro","6.854"
"National Average  Price","2002M05","1 litre, low fat milk per ltr.","Euro","0.85"
"National Average  Price","2002M05","Large (size 2) eggs per dozen","Euro","2.418"
"National Average  Price","2002M05","Medium (size 3) eggs per dozen","Euro","2.104"
"National Average  Price","2002M05","White, plain flour per 2 kgs.","Euro","1.25"
"National Average  Price","2002M05","Fine quality wine - take home (75cl bottle)","Euro","14.276"
"National Average  Price","2002M06","Round steak per kg.","Euro","8.742"
"National Average  Price","2002M06","Sirloin steak per kg.","Euro","12.871"
"National Average  Price","2002M06","Striploin steak per kg.","Euro","17.309"
"National Average  Price","2002M06","Roast beef topside/rib per kg.","Euro","8.616"
"National Average  Price","2002M06","Sliced/diced beef pieces per kg.","Euro","7.282"
"National Average  Price","2002M06","Lamb whole leg per kg.","Euro","9.751"
"National Average  Price","2002M06","Lamb loin chops per kg.","Euro","17.33"
"National Average  Price","2002M06","Lamb gigot chops per kg.","Euro","10.187"
"National Average  Price","2002M06","Lamb pieces incl neck per kg.","Euro","6.519"
"National Average  Price","2002M06","Lambs liver per kg.","Euro","5.275"
"National Average  Price","2002M06","Roast loin of pork per kg.","Euro","8.568"
"National Average  Price","2002M06","Pork loin chops per kg.","Euro","8.486"
"National Average  Price","2002M06","Pork steak per kg.","Euro","11.66"
"National Average  Price","2002M06","Best back rashers per kg.","Euro","9.967"
"National Average  Price","2002M06","Ham fillet per kg.","Euro","9.094"
"National Average  Price","2002M06","Collar bacon per kg.","Euro","5.957"
"National Average  Price","2002M06","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2002M06","Cooked ham per kg.","Euro","13.815"
"National Average  Price","2002M06","Pork sausages per kg.","Euro","4.513"
"National Average  Price","2002M06","Fillet of whiting per kg.","Euro","8.435"
"National Average  Price","2002M06","Cod fillets per kg.","Euro","13.62"
"National Average  Price","2002M06","Salmon steak per kg.","Euro","12.687"
"National Average  Price","2002M06","Fillet of plaice per kg.","Euro","15.156"
"National Average  Price","2002M06","Smoked salmon per kg.","Euro","19.667"
"National Average  Price","2002M06","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2002M06","Potatoes 2.5 kg.","Euro","3.042"
"National Average  Price","2002M06","Potatoes 10 kg.","Euro","6.418"
"National Average  Price","2002M06","Tomatoes per kg.","Euro","2.444"
"National Average  Price","2002M06","Onions per kg.","Euro","1.384"
"National Average  Price","2002M06","Broccoli per kg.","Euro","3.278"
"National Average  Price","2002M06","Carrots per kg.","Euro","1.434"
"National Average  Price","2002M06","Mushrooms per kg.","Euro","3.997"
"National Average  Price","2002M06","Grapes per kg.","Euro","5.55"
"National Average  Price","2002M06","Bananas per kg.","Euro","1.652"
"National Average  Price","2002M06","1 litre full fat milk per ltr.","Euro","0.848"
"National Average  Price","2002M06","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2002M06","Irish cheddar per kg.","Euro","8.852"
"National Average  Price","2002M06","Butter per lb.","Euro","1.97"
"National Average  Price","2002M06","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2002M06","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2002M06","Bread white sliced, large (800g)","Euro","1.076"
"National Average  Price","2002M06","Bread brown sliced, large (800g)","Euro","1.177"
"National Average  Price","2002M06","White, self-raising flour per 2 kgs.","Euro","1.261"
"National Average  Price","2002M06","Brown, wholemeal flour per 2 kgs.","Euro","1.305"
