"Date","Price","Open","High","Low","Change %"
"Aug 15, 1993","3.2017","3.1922","3.2017","3.1922","0.34%"
"Aug 08, 1993","3.1907","3.1807","3.1907","3.1807","0.61%"
"Aug 01, 1993","3.1715","3.1607","3.1715","3.1607","-0.55%"
"Jul 25, 1993","3.1891","3.1791","3.1891","3.1791","0.40%"
"Jul 18, 1993","3.1764","3.1665","3.1764","3.1665","0.55%"
"Jul 11, 1993","3.1591","3.1492","3.1591","3.1492","-0.27%"
"Jul 04, 1993","3.1678","3.1579","3.1678","3.1579","1.29%"
"Jun 27, 1993","3.1275","3.1176","3.1275","3.1176","0.97%"
"Jun 20, 1993","3.0975","3.0878","3.0975","3.0878","-0.60%"
"Jun 13, 1993","3.1163","3.1065","3.1163","3.1065","0.67%"
"Jun 06, 1993","3.0957","3.0859","3.0957","3.0859","0.86%"
"May 30, 1993","3.0694","3.0597","3.0694","3.0597","-1.15%"
"May 23, 1993","3.1051","3.0945","3.1051","3.0945","-0.46%"
"May 16, 1993","3.1194","3.1088","3.1194","3.1088","0.19%"
"May 09, 1993","3.1135","3.1037","3.1135","3.1037","-0.41%"
"May 02, 1993","3.1262","3.1164","3.1262","3.1164","1.13%"
"Apr 25, 1993","3.0914","3.0816","3.0914","3.0816","-0.20%"
"Apr 18, 1993","3.0975","3.0878","3.0975","3.0878","0.91%"
"Apr 11, 1993","3.0697","3.0600","3.0697","3.0600","-0.32%"
"Apr 04, 1993","3.0797","3.0691","3.0797","3.0691","1.67%"
"Mar 28, 1993","3.0291","3.0195","3.0291","3.0195","-0.88%"
"Mar 21, 1993","3.0559","3.0463","3.0559","3.0463","-0.13%"
"Mar 14, 1993","3.0598","3.0493","3.0598","3.0493","0.98%"
"Mar 07, 1993","3.0300","3.0196","3.0300","3.0196","-0.13%"
"Feb 28, 1993","3.0340","3.0236","3.0340","3.0236","0.95%"
"Feb 21, 1993","3.0053","2.9957","3.0053","2.9957","1.01%"
"Feb 14, 1993","2.9753","2.9650","2.9753","2.9650","0.15%"
"Feb 07, 1993","2.9708","2.9605","2.9708","2.9605","0.16%"
"Jan 31, 1993","2.9660","2.9565","2.9660","2.9565","-0.63%"
"Jan 24, 1993","2.9848","2.9753","2.9848","2.9753","0.25%"
"Jan 17, 1993","2.9773","2.9679","2.9773","2.9679","0.69%"
"Jan 10, 1993","2.9569","2.9475","2.9569","2.9475","0.66%"
"Jan 03, 1993","2.9376","2.9274","2.9376","2.9274","-0.64%"
"Dec 27, 1992","2.9565","2.9462","2.9565","2.9462","-0.39%"
"Dec 20, 1992","2.9680","2.9548","2.9680","2.9548","-2.10%"
"Dec 13, 1992","3.0318","3.0222","3.0318","3.0222","0.32%"
"Dec 06, 1992","3.0222","3.0126","3.0222","3.0126","0.94%"
"Nov 29, 1992","2.9942","2.9846","2.9942","2.9846","1.99%"
"Nov 22, 1992","2.9357","2.9264","2.9357","2.9264","0.41%"
"Nov 15, 1992","2.9237","2.9150","2.9237","2.9150","-0.16%"
"Nov 08, 1992","2.9284","2.9192","2.9284","2.9192","-0.62%"
"Nov 01, 1992","2.9467","2.9365","2.9467","2.9365","1.06%"
"Oct 25, 1992","2.9159","2.9067","2.9159","2.9067","-2.94%"
"Oct 18, 1992","3.0042","2.9947","3.0042","2.9947","0.08%"
"Oct 11, 1992","3.0019","2.9924","3.0019","2.9924","-0.04%"
"Oct 04, 1992","3.0030","2.9935","3.0030","2.9935","0.39%"
"Sep 27, 1992","2.9913","2.9819","2.9913","2.9819","0.60%"
"Sep 20, 1992","2.9734","2.9640","2.9734","2.9640","-0.80%"
"Sep 13, 1992","2.9974","2.9872","2.9974","2.9872","-0.45%"
"Sep 06, 1992","3.0109","3.0014","3.0109","3.0014","1.55%"
"Aug 30, 1992","2.9648","2.9547","2.9648","2.9547","1.39%"
"Aug 23, 1992","2.9241","2.9154","2.9241","2.9154","-0.14%"
"Aug 16, 1992","2.9281","2.9189","2.9281","2.9189","-0.04%"
"Aug 09, 1992","2.9293","2.9206","2.9293","2.9206","-1.17%"
"Aug 02, 1992","2.9640","2.9539","2.9640","2.9539","0.26%"
"Jul 26, 1992","2.9563","2.9476","2.9563","2.9476","-0.57%"
"Jul 19, 1992","2.9731","2.9638","2.9731","2.9638","-0.52%"
"Jul 12, 1992","2.9885","2.9783","2.9885","2.9783","0.32%"
"Jul 05, 1992","2.9790","2.9702","2.9790","2.9702","0.11%"
"Jun 28, 1992","2.9758","2.9656","2.9758","2.9656","0.38%"
"Jun 21, 1992","2.9646","2.9558","2.9646","2.9558","-0.89%"
"Jun 14, 1992","2.9911","2.9817","2.9911","2.9817","0.38%"
"Jun 07, 1992","2.9798","2.9704","2.9798","2.9704","0.82%"
"May 31, 1992","2.9556","2.9463","2.9556","2.9463","0.47%"
"May 24, 1992","2.9419","2.9326","2.9419","2.9326","-0.02%"
"May 17, 1992","2.9425","2.9324","2.9425","2.9324","0.14%"
"May 10, 1992","2.9384","2.9297","2.9384","2.9297","-0.97%"
"May 03, 1992","2.9673","2.9579","2.9673","2.9579","-0.01%"
"Apr 26, 1992","2.9675","2.9581","2.9675","2.9581","0.70%"
"Apr 19, 1992","2.9468","2.9375","2.9468","2.9375","-1.77%"
"Apr 12, 1992","2.9998","2.9904","2.9998","2.9904","0.96%"
"Apr 05, 1992","2.9713","2.9620","2.9713","2.9620","-0.75%"
"Mar 29, 1992","2.9937","2.9843","2.9937","2.9843","-0.43%"
"Mar 22, 1992","3.0066","2.9971","3.0066","2.9971","-0.05%"
"Mar 15, 1992","3.0081","2.9978","3.0081","2.9978","0.32%"
"Mar 08, 1992","2.9986","2.9892","2.9986","2.9892","-0.08%"
"Mar 01, 1992","3.0011","2.9917","3.0011","2.9917","0.43%"
"Feb 23, 1992","2.9882","2.9788","2.9882","2.9788","0.72%"
"Feb 16, 1992","2.9667","2.9573","2.9667","2.9573","0.09%"
"Feb 09, 1992","2.9639","2.9546","2.9639","2.9546","0.09%"
"Feb 02, 1992","2.9613","2.9520","2.9613","2.9520","0.28%"
"Jan 26, 1992","2.9530","2.9530","2.9530","2.9530","0.01%"
"Jan 19, 1992","2.9526","2.9526","2.9526","2.9526","-0.42%"
"Jan 12, 1992","2.9651","2.9651","2.9651","2.9651","0.12%"
"Jan 05, 1992","2.9616","2.9616","2.9616","2.9616","0.67%"
"Dec 29, 1991","2.9418","2.9418","2.9418","2.9418","-0.25%"
"Dec 22, 1991","2.9491","2.9491","2.9491","2.9491","-0.24%"
"Dec 15, 1991","2.9561","2.9561","2.9561","2.9561","-2.16%"
"Dec 08, 1991","3.0215","3.0215","3.0215","3.0215","-0.20%"
"Dec 01, 1991","3.0277","3.0277","3.0277","3.0277","-0.36%"
"Nov 24, 1991","3.0386","3.0386","3.0386","3.0386","-1.02%"
"Nov 17, 1991","3.0700","3.0700","3.0700","3.0700","1.04%"
"Nov 10, 1991","3.0383","3.0383","3.0383","3.0383","0.88%"
"Nov 03, 1991","3.0118","3.0118","3.0118","3.0118","0.18%"
"Oct 27, 1991","3.0063","3.0063","3.0063","3.0063","0.23%"
"Oct 20, 1991","2.9993","2.9993","2.9993","2.9993","-1.89%"
"Oct 13, 1991","3.0570","3.0570","3.0570","3.0570","0.28%"
"Oct 06, 1991","3.0484","3.0484","3.0484","3.0484","0.01%"
"Sep 29, 1991","3.0481","3.0481","3.0481","3.0481","-0.78%"
"Sep 22, 1991","3.0722","3.0722","3.0722","3.0722","-2.53%"
"Sep 15, 1991","3.1520","3.1520","3.1520","3.1520","0.00%"
"Sep 08, 1991","3.1520","3.1520","3.1520","3.1520","0.58%"
"Sep 01, 1991","3.1337","3.1337","3.1337","3.1337","1.27%"
"Aug 25, 1991","3.0944","3.0944","3.0944","3.0944","0.05%"
"Aug 18, 1991","3.0928","3.0928","3.0928","3.0928","0.52%"
"Aug 11, 1991","3.0768","3.0768","3.0768","3.0768","0.67%"
"Aug 04, 1991","3.0562","3.0562","3.0562","3.0562","-0.45%"
"Jul 28, 1991","3.0700","3.0700","3.0700","3.0700","0.18%"
"Jul 21, 1991","3.0646","3.0646","3.0646","3.0646","0.62%"
"Jul 14, 1991","3.0457","3.0457","3.0457","3.0457","0.79%"
"Jul 07, 1991","3.0219","3.0219","3.0219","3.0219","-0.95%"
"Jun 30, 1991","3.0510","3.0510","3.0510","3.0510","-1.31%"
"Jun 23, 1991","3.0915","3.0915","3.0915","3.0915","0.05%"
"Jun 16, 1991","3.0899","3.0899","3.0899","3.0899","0.63%"
"Jun 09, 1991","3.0705","3.0705","3.0705","3.0705","-0.95%"
"Jun 02, 1991","3.0999","3.0999","3.0999","3.0999","-0.36%"
"May 26, 1991","3.1110","3.1110","3.1110","3.1110","0.18%"
"May 19, 1991","3.1055","3.1055","3.1055","3.1055","-1.13%"
"May 12, 1991","3.1410","3.1410","3.1410","3.1410","0.10%"
"May 05, 1991","3.1378","3.1378","3.1378","3.1378","1.23%"
"Apr 28, 1991","3.0998","3.0998","3.0998","3.0998","-0.18%"
"Apr 21, 1991","3.1053","3.1053","3.1053","3.1053","-0.18%"
"Apr 14, 1991","3.1109","3.1109","3.1109","3.1109","-0.11%"
"Apr 07, 1991","3.1142","3.1142","3.1142","3.1142","0.21%"
"Mar 31, 1991","3.1076","3.1076","3.1076","3.1076","1.21%"
"Mar 24, 1991","3.0704","3.0704","3.0704","3.0704","-1.35%"
"Mar 17, 1991","3.1123","3.1123","3.1123","3.1123","-0.08%"
"Mar 10, 1991","3.1149","3.1149","3.1149","3.1149","-0.37%"
"Mar 03, 1991","3.1265","3.1265","3.1265","3.1265","-0.68%"
"Feb 24, 1991","3.1479","3.1479","3.1479","3.1479","0.62%"
"Feb 17, 1991","3.1286","3.1286","3.1286","3.1286","-1.25%"
"Feb 10, 1991","3.1683","3.1683","3.1683","3.1683","0.78%"
"Feb 03, 1991","3.1437","3.1437","3.1437","3.1437","0.08%"
"Jan 27, 1991","3.1411","3.1411","3.1411","3.1411","0.67%"
"Jan 20, 1991","3.1202","3.1202","3.1202","3.1202","0.25%"
"Jan 13, 1991","3.1123","3.1123","3.1123","3.1123","0.20%"
"Jan 06, 1991","3.1060","3.1060","3.1060","3.1060","0.37%"
