"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","2008M04","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M04","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M04","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M04","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M05","Rolled barley","Euro per Tonne","305"
"Feed Stuff Price","2008M05","Bran","Euro per Tonne","621"
"Feed Stuff Price","2008M05","Pollard","Euro per Tonne","371"
"Feed Stuff Price","2008M05","Soya bean meal","Euro per Tonne","390"
"Feed Stuff Price","2008M05","Barley meal","Euro per Tonne","319"
"Feed Stuff Price","2008M05","Maize meal","Euro per Tonne","343"
"Feed Stuff Price","2008M05","Flaked maize","Euro per Tonne","462"
"Feed Stuff Price","2008M05","Pig creep (18-24% protein)","Euro per Tonne","325"
"Feed Stuff Price","2008M05","Pig grower (16-18% protein)","Euro per Tonne","342"
"Feed Stuff Price","2008M05","Pig fattening meal (13-15% protein)","Euro per Tonne","332"
"Feed Stuff Price","2008M05","Sow breeder (14-16% protein)","Euro per Tonne","321"
"Feed Stuff Price","2008M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","393"
"Feed Stuff Price","2008M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne","324"
"Feed Stuff Price","2008M05","Calf meal (16-18% protein)","Euro per Tonne","353"
"Feed Stuff Price","2008M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne","320"
"Feed Stuff Price","2008M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","299"
"Feed Stuff Price","2008M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","304"
"Feed Stuff Price","2008M05","Dairy meal (16-18% protein)","Euro per Tonne","287"
"Feed Stuff Price","2008M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2008M05","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M05","Chick mash (18-20% protein)","Euro per Tonne","413"
"Feed Stuff Price","2008M05","Layers' mash (14-16% protein)","Euro per Tonne","371"
"Feed Stuff Price","2008M05","Broiler starter (22-24% protein)","Euro per Tonne","431"
"Feed Stuff Price","2008M05","Broiler finisher (19-21% protein)","Euro per Tonne","423"
"Feed Stuff Price","2008M05","Milk replacer","Euro per Tonne","2121"
"Feed Stuff Price","2008M05","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M05","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M05","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M05","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M05","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M06","Rolled barley","Euro per Tonne","306"
"Feed Stuff Price","2008M06","Bran","Euro per Tonne","621"
"Feed Stuff Price","2008M06","Pollard","Euro per Tonne","371"
"Feed Stuff Price","2008M06","Soya bean meal","Euro per Tonne","391"
"Feed Stuff Price","2008M06","Barley meal","Euro per Tonne","319"
"Feed Stuff Price","2008M06","Maize meal","Euro per Tonne","344"
"Feed Stuff Price","2008M06","Flaked maize","Euro per Tonne","455"
"Feed Stuff Price","2008M06","Pig creep (18-24% protein)","Euro per Tonne","325"
"Feed Stuff Price","2008M06","Pig grower (16-18% protein)","Euro per Tonne","344"
"Feed Stuff Price","2008M06","Pig fattening meal (13-15% protein)","Euro per Tonne","333"
"Feed Stuff Price","2008M06","Sow breeder (14-16% protein)","Euro per Tonne","329"
"Feed Stuff Price","2008M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","393"
"Feed Stuff Price","2008M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","325"
"Feed Stuff Price","2008M06","Calf meal (16-18% protein)","Euro per Tonne","336"
"Feed Stuff Price","2008M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","320"
"Feed Stuff Price","2008M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","300"
"Feed Stuff Price","2008M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","305"
"Feed Stuff Price","2008M06","Dairy meal (16-18% protein)","Euro per Tonne","287"
"Feed Stuff Price","2008M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2008M06","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M06","Chick mash (18-20% protein)","Euro per Tonne","413"
"Feed Stuff Price","2008M06","Layers' mash (14-16% protein)","Euro per Tonne","369"
"Feed Stuff Price","2008M06","Broiler starter (22-24% protein)","Euro per Tonne","431"
"Feed Stuff Price","2008M06","Broiler finisher (19-21% protein)","Euro per Tonne","423"
"Feed Stuff Price","2008M06","Milk replacer","Euro per Tonne","2121"
"Feed Stuff Price","2008M06","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M06","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M06","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M06","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M06","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M07","Rolled barley","Euro per Tonne","304"
"Feed Stuff Price","2008M07","Bran","Euro per Tonne","621"
"Feed Stuff Price","2008M07","Pollard","Euro per Tonne","371"
"Feed Stuff Price","2008M07","Soya bean meal","Euro per Tonne","396"
"Feed Stuff Price","2008M07","Barley meal","Euro per Tonne","317"
"Feed Stuff Price","2008M07","Maize meal","Euro per Tonne","345"
"Feed Stuff Price","2008M07","Flaked maize","Euro per Tonne","455"
"Feed Stuff Price","2008M07","Pig creep (18-24% protein)","Euro per Tonne","325"
"Feed Stuff Price","2008M07","Pig grower (16-18% protein)","Euro per Tonne","344"
"Feed Stuff Price","2008M07","Pig fattening meal (13-15% protein)","Euro per Tonne","331"
"Feed Stuff Price","2008M07","Sow breeder (14-16% protein)","Euro per Tonne","329"
"Feed Stuff Price","2008M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","393"
"Feed Stuff Price","2008M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","324"
"Feed Stuff Price","2008M07","Calf meal (16-18% protein)","Euro per Tonne","336"
"Feed Stuff Price","2008M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","320"
"Feed Stuff Price","2008M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","300"
"Feed Stuff Price","2008M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","305"
"Feed Stuff Price","2008M07","Dairy meal (16-18% protein)","Euro per Tonne","287"
"Feed Stuff Price","2008M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2008M07","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M07","Chick mash (18-20% protein)","Euro per Tonne","413"
"Feed Stuff Price","2008M07","Layers' mash (14-16% protein)","Euro per Tonne","369"
"Feed Stuff Price","2008M07","Broiler starter (22-24% protein)","Euro per Tonne","431"
"Feed Stuff Price","2008M07","Broiler finisher (19-21% protein)","Euro per Tonne","423"
"Feed Stuff Price","2008M07","Milk replacer","Euro per Tonne","2121"
"Feed Stuff Price","2008M07","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M07","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M07","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M07","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M07","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M08","Rolled barley","Euro per Tonne","302"
"Feed Stuff Price","2008M08","Bran","Euro per Tonne","621"
"Feed Stuff Price","2008M08","Pollard","Euro per Tonne","371"
"Feed Stuff Price","2008M08","Soya bean meal","Euro per Tonne","396"
"Feed Stuff Price","2008M08","Barley meal","Euro per Tonne","317"
"Feed Stuff Price","2008M08","Maize meal","Euro per Tonne","347"
"Feed Stuff Price","2008M08","Flaked maize","Euro per Tonne","455"
"Feed Stuff Price","2008M08","Pig creep (18-24% protein)","Euro per Tonne","325"
"Feed Stuff Price","2008M08","Pig grower (16-18% protein)","Euro per Tonne","344"
"Feed Stuff Price","2008M08","Pig fattening meal (13-15% protein)","Euro per Tonne","331"
"Feed Stuff Price","2008M08","Sow breeder (14-16% protein)","Euro per Tonne","329"
"Feed Stuff Price","2008M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","393"
"Feed Stuff Price","2008M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","324"
"Feed Stuff Price","2008M08","Calf meal (16-18% protein)","Euro per Tonne","336"
"Feed Stuff Price","2008M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","320"
"Feed Stuff Price","2008M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","300"
"Feed Stuff Price","2008M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","305"
"Feed Stuff Price","2008M08","Dairy meal (16-18% protein)","Euro per Tonne","287"
"Feed Stuff Price","2008M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2008M08","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M08","Chick mash (18-20% protein)","Euro per Tonne","431"
"Feed Stuff Price","2008M08","Layers' mash (14-16% protein)","Euro per Tonne","378"
"Feed Stuff Price","2008M08","Broiler starter (22-24% protein)","Euro per Tonne","438"
"Feed Stuff Price","2008M08","Broiler finisher (19-21% protein)","Euro per Tonne","430"
"Feed Stuff Price","2008M08","Milk replacer","Euro per Tonne","2121"
"Feed Stuff Price","2008M08","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M08","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M08","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M08","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M08","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M09","Rolled barley","Euro per Tonne","283"
"Feed Stuff Price","2008M09","Bran","Euro per Tonne","619"
"Feed Stuff Price","2008M09","Pollard","Euro per Tonne","368"
"Feed Stuff Price","2008M09","Soya bean meal","Euro per Tonne","390"
"Feed Stuff Price","2008M09","Barley meal","Euro per Tonne","299"
"Feed Stuff Price","2008M09","Maize meal","Euro per Tonne","341"
"Feed Stuff Price","2008M09","Flaked maize","Euro per Tonne","454"
"Feed Stuff Price","2008M09","Pig creep (18-24% protein)","Euro per Tonne","320"
"Feed Stuff Price","2008M09","Pig grower (16-18% protein)","Euro per Tonne","336"
"Feed Stuff Price","2008M09","Pig fattening meal (13-15% protein)","Euro per Tonne","331"
"Feed Stuff Price","2008M09","Sow breeder (14-16% protein)","Euro per Tonne","323"
"Feed Stuff Price","2008M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","388"
"Feed Stuff Price","2008M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","318"
"Feed Stuff Price","2008M09","Calf meal (16-18% protein)","Euro per Tonne","333"
"Feed Stuff Price","2008M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","316"
"Feed Stuff Price","2008M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2008M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","295"
"Feed Stuff Price","2008M09","Dairy meal (16-18% protein)","Euro per Tonne","286"
"Feed Stuff Price","2008M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","289"
"Feed Stuff Price","2008M09","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M09","Chick mash (18-20% protein)","Euro per Tonne","424"
"Feed Stuff Price","2008M09","Layers' mash (14-16% protein)","Euro per Tonne","372"
"Feed Stuff Price","2008M09","Broiler starter (22-24% protein)","Euro per Tonne","434"
"Feed Stuff Price","2008M09","Broiler finisher (19-21% protein)","Euro per Tonne","429"
"Feed Stuff Price","2008M09","Milk replacer","Euro per Tonne","2120"
"Feed Stuff Price","2008M09","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M09","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M09","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M09","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M09","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M10","Rolled barley","Euro per Tonne","264"
"Feed Stuff Price","2008M10","Bran","Euro per Tonne","621"
"Feed Stuff Price","2008M10","Pollard","Euro per Tonne","368"
"Feed Stuff Price","2008M10","Soya bean meal","Euro per Tonne","383"
"Feed Stuff Price","2008M10","Barley meal","Euro per Tonne","292"
"Feed Stuff Price","2008M10","Maize meal","Euro per Tonne","327"
"Feed Stuff Price","2008M10","Flaked maize","Euro per Tonne","468"
"Feed Stuff Price","2008M10","Pig creep (18-24% protein)","Euro per Tonne","312"
"Feed Stuff Price","2008M10","Pig grower (16-18% protein)","Euro per Tonne","330"
"Feed Stuff Price","2008M10","Pig fattening meal (13-15% protein)","Euro per Tonne","325"
"Feed Stuff Price","2008M10","Sow breeder (14-16% protein)","Euro per Tonne","314"
"Feed Stuff Price","2008M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","386"
"Feed Stuff Price","2008M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne","313"
"Feed Stuff Price","2008M10","Calf meal (16-18% protein)","Euro per Tonne","312"
"Feed Stuff Price","2008M10","Calf nuts and cubes (14-15% protein)","Euro per Tonne","306"
"Feed Stuff Price","2008M10","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","286"
"Feed Stuff Price","2008M10","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2008M10","Dairy meal (16-18% protein)","Euro per Tonne","288"
"Feed Stuff Price","2008M10","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","285"
"Feed Stuff Price","2008M10","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M10","Chick mash (18-20% protein)","Euro per Tonne","424"
"Feed Stuff Price","2008M10","Layers' mash (14-16% protein)","Euro per Tonne","366"
"Feed Stuff Price","2008M10","Broiler starter (22-24% protein)","Euro per Tonne","429"
"Feed Stuff Price","2008M10","Broiler finisher (19-21% protein)","Euro per Tonne","422"
"Feed Stuff Price","2008M10","Milk replacer","Euro per Tonne","2113"
"Feed Stuff Price","2008M10","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M10","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M10","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M10","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M10","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M11","Rolled barley","Euro per Tonne","254"
"Feed Stuff Price","2008M11","Bran","Euro per Tonne","621"
"Feed Stuff Price","2008M11","Pollard","Euro per Tonne","367"
"Feed Stuff Price","2008M11","Soya bean meal","Euro per Tonne","386"
"Feed Stuff Price","2008M11","Barley meal","Euro per Tonne","273"
"Feed Stuff Price","2008M11","Maize meal","Euro per Tonne","305"
"Feed Stuff Price","2008M11","Flaked maize","Euro per Tonne","454"
"Feed Stuff Price","2008M11","Pig creep (18-24% protein)","Euro per Tonne","312"
"Feed Stuff Price","2008M11","Pig grower (16-18% protein)","Euro per Tonne","329"
"Feed Stuff Price","2008M11","Pig fattening meal (13-15% protein)","Euro per Tonne","319"
"Feed Stuff Price","2008M11","Sow breeder (14-16% protein)","Euro per Tonne","311"
"Feed Stuff Price","2008M11","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","373"
"Feed Stuff Price","2008M11","Calf nuts and cubes (16-18% protein)","Euro per Tonne","310"
"Feed Stuff Price","2008M11","Calf meal (16-18% protein)","Euro per Tonne","312"
"Feed Stuff Price","2008M11","Calf nuts and cubes (14-15% protein)","Euro per Tonne","312"
"Feed Stuff Price","2008M11","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","283"
"Feed Stuff Price","2008M11","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","283"
"Feed Stuff Price","2008M11","Dairy meal (16-18% protein)","Euro per Tonne","285"
"Feed Stuff Price","2008M11","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","282"
"Feed Stuff Price","2008M11","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M11","Chick mash (18-20% protein)","Euro per Tonne","422"
"Feed Stuff Price","2008M11","Layers' mash (14-16% protein)","Euro per Tonne","367"
"Feed Stuff Price","2008M11","Broiler starter (22-24% protein)","Euro per Tonne","430"
"Feed Stuff Price","2008M11","Broiler finisher (19-21% protein)","Euro per Tonne","423"
"Feed Stuff Price","2008M11","Milk replacer","Euro per Tonne","2114"
"Feed Stuff Price","2008M11","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M11","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M11","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M11","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M11","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M12","Rolled barley","Euro per Tonne","249"
"Feed Stuff Price","2008M12","Bran","Euro per Tonne","621"
"Feed Stuff Price","2008M12","Pollard","Euro per Tonne","362"
"Feed Stuff Price","2008M12","Soya bean meal","Euro per Tonne","386"
"Feed Stuff Price","2008M12","Barley meal","Euro per Tonne","264"
"Feed Stuff Price","2008M12","Maize meal","Euro per Tonne","302"
"Feed Stuff Price","2008M12","Flaked maize","Euro per Tonne","458"
"Feed Stuff Price","2008M12","Pig creep (18-24% protein)","Euro per Tonne","307"
"Feed Stuff Price","2008M12","Pig grower (16-18% protein)","Euro per Tonne","326"
"Feed Stuff Price","2008M12","Pig fattening meal (13-15% protein)","Euro per Tonne","319"
"Feed Stuff Price","2008M12","Sow breeder (14-16% protein)","Euro per Tonne","311"
"Feed Stuff Price","2008M12","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","373"
"Feed Stuff Price","2008M12","Calf nuts and cubes (16-18% protein)","Euro per Tonne","308"
"Feed Stuff Price","2008M12","Calf meal (16-18% protein)","Euro per Tonne","312"
"Feed Stuff Price","2008M12","Calf nuts and cubes (14-15% protein)","Euro per Tonne","308"
"Feed Stuff Price","2008M12","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","281"
"Feed Stuff Price","2008M12","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","282"
"Feed Stuff Price","2008M12","Dairy meal (16-18% protein)","Euro per Tonne","285"
"Feed Stuff Price","2008M12","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","279"
"Feed Stuff Price","2008M12","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M12","Chick mash (18-20% protein)","Euro per Tonne","426"
"Feed Stuff Price","2008M12","Layers' mash (14-16% protein)","Euro per Tonne","363"
"Feed Stuff Price","2008M12","Broiler starter (22-24% protein)","Euro per Tonne","432"
"Feed Stuff Price","2008M12","Broiler finisher (19-21% protein)","Euro per Tonne","425"
"Feed Stuff Price","2008M12","Milk replacer","Euro per Tonne","2114"
"Feed Stuff Price","2008M12","Wheat","Euro per Tonne",""
"Feed Stuff Price","2008M12","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M12","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2008M12","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2008M12","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M01","Rolled barley","Euro per Tonne","245"
"Feed Stuff Price","2009M01","Bran","Euro per Tonne","618"
"Feed Stuff Price","2009M01","Pollard","Euro per Tonne","333"
"Feed Stuff Price","2009M01","Soya bean meal","Euro per Tonne","384"
"Feed Stuff Price","2009M01","Barley meal","Euro per Tonne","256"
"Feed Stuff Price","2009M01","Maize meal","Euro per Tonne","290"
"Feed Stuff Price","2009M01","Flaked maize","Euro per Tonne","458"
"Feed Stuff Price","2009M01","Pig creep (18-24% protein)","Euro per Tonne","304"
"Feed Stuff Price","2009M01","Pig grower (16-18% protein)","Euro per Tonne","323"
"Feed Stuff Price","2009M01","Pig fattening meal (13-15% protein)","Euro per Tonne","314"
"Feed Stuff Price","2009M01","Sow breeder (14-16% protein)","Euro per Tonne","298"
"Feed Stuff Price","2009M01","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","369"
"Feed Stuff Price","2009M01","Calf nuts and cubes (16-18% protein)","Euro per Tonne","302"
"Feed Stuff Price","2009M01","Calf meal (16-18% protein)","Euro per Tonne","304"
"Feed Stuff Price","2009M01","Calf nuts and cubes (14-15% protein)","Euro per Tonne","306"
"Feed Stuff Price","2009M01","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","276"
"Feed Stuff Price","2009M01","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","276"
"Feed Stuff Price","2009M01","Dairy meal (16-18% protein)","Euro per Tonne","279"
"Feed Stuff Price","2009M01","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","276"
"Feed Stuff Price","2009M01","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M01","Chick mash (18-20% protein)","Euro per Tonne","424"
"Feed Stuff Price","2009M01","Layers' mash (14-16% protein)","Euro per Tonne","360"
"Feed Stuff Price","2009M01","Broiler starter (22-24% protein)","Euro per Tonne","430"
"Feed Stuff Price","2009M01","Broiler finisher (19-21% protein)","Euro per Tonne","423"
"Feed Stuff Price","2009M01","Milk replacer","Euro per Tonne","2103"
"Feed Stuff Price","2009M01","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M01","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M01","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M01","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M01","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M02","Rolled barley","Euro per Tonne","246"
"Feed Stuff Price","2009M02","Bran","Euro per Tonne","625"
"Feed Stuff Price","2009M02","Pollard","Euro per Tonne","321"
"Feed Stuff Price","2009M02","Soya bean meal","Euro per Tonne","386"
"Feed Stuff Price","2009M02","Barley meal","Euro per Tonne","253"
"Feed Stuff Price","2009M02","Maize meal","Euro per Tonne","280"
"Feed Stuff Price","2009M02","Flaked maize","Euro per Tonne","459"
"Feed Stuff Price","2009M02","Pig creep (18-24% protein)","Euro per Tonne","304"
"Feed Stuff Price","2009M02","Pig grower (16-18% protein)","Euro per Tonne","323"
"Feed Stuff Price","2009M02","Pig fattening meal (13-15% protein)","Euro per Tonne","310"
"Feed Stuff Price","2009M02","Sow breeder (14-16% protein)","Euro per Tonne","297"
"Feed Stuff Price","2009M02","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","356"
"Feed Stuff Price","2009M02","Calf nuts and cubes (16-18% protein)","Euro per Tonne","302"
"Feed Stuff Price","2009M02","Calf meal (16-18% protein)","Euro per Tonne","300"
"Feed Stuff Price","2009M02","Calf nuts and cubes (14-15% protein)","Euro per Tonne","300"
"Feed Stuff Price","2009M02","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","275"
"Feed Stuff Price","2009M02","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","275"
"Feed Stuff Price","2009M02","Dairy meal (16-18% protein)","Euro per Tonne","275"
"Feed Stuff Price","2009M02","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","270"
"Feed Stuff Price","2009M02","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M02","Chick mash (18-20% protein)","Euro per Tonne","420"
"Feed Stuff Price","2009M02","Layers' mash (14-16% protein)","Euro per Tonne","356"
"Feed Stuff Price","2009M02","Broiler starter (22-24% protein)","Euro per Tonne","420"
"Feed Stuff Price","2009M02","Broiler finisher (19-21% protein)","Euro per Tonne","423"
"Feed Stuff Price","2009M02","Milk replacer","Euro per Tonne","2048"
"Feed Stuff Price","2009M02","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M02","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M02","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M02","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M02","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M03","Rolled barley","Euro per Tonne","246"
"Feed Stuff Price","2009M03","Bran","Euro per Tonne","634"
"Feed Stuff Price","2009M03","Pollard","Euro per Tonne","316"
"Feed Stuff Price","2009M03","Soya bean meal","Euro per Tonne","389"
"Feed Stuff Price","2009M03","Barley meal","Euro per Tonne","251"
"Feed Stuff Price","2009M03","Maize meal","Euro per Tonne","272"
"Feed Stuff Price","2009M03","Flaked maize","Euro per Tonne","457"
"Feed Stuff Price","2009M03","Pig creep (18-24% protein)","Euro per Tonne","299"
"Feed Stuff Price","2009M03","Pig grower (16-18% protein)","Euro per Tonne","318"
"Feed Stuff Price","2009M03","Pig fattening meal (13-15% protein)","Euro per Tonne","305"
"Feed Stuff Price","2009M03","Sow breeder (14-16% protein)","Euro per Tonne","292"
"Feed Stuff Price","2009M03","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","352"
"Feed Stuff Price","2009M03","Calf nuts and cubes (16-18% protein)","Euro per Tonne","296"
"Feed Stuff Price","2009M03","Calf meal (16-18% protein)","Euro per Tonne","297"
"Feed Stuff Price","2009M03","Calf nuts and cubes (14-15% protein)","Euro per Tonne","298"
"Feed Stuff Price","2009M03","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","272"
"Feed Stuff Price","2009M03","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2009M03","Dairy meal (16-18% protein)","Euro per Tonne","273"
"Feed Stuff Price","2009M03","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","271"
"Feed Stuff Price","2009M03","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M03","Chick mash (18-20% protein)","Euro per Tonne","414"
"Feed Stuff Price","2009M03","Layers' mash (14-16% protein)","Euro per Tonne","352"
"Feed Stuff Price","2009M03","Broiler starter (22-24% protein)","Euro per Tonne","410"
"Feed Stuff Price","2009M03","Broiler finisher (19-21% protein)","Euro per Tonne","406"
"Feed Stuff Price","2009M03","Milk replacer","Euro per Tonne","2009"
"Feed Stuff Price","2009M03","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M03","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M03","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M03","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M03","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
