"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","2019M04","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M04","Pig fattening meal (13-15% protein)","Euro per Tonne","336"
"Feed Stuff Price","2019M04","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M04","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","378"
"Feed Stuff Price","2019M04","Calf nuts and cubes (16-18% protein)","Euro per Tonne","331"
"Feed Stuff Price","2019M04","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M04","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M04","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","294"
"Feed Stuff Price","2019M04","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","303"
"Feed Stuff Price","2019M04","Dairy meal (16-18% protein)","Euro per Tonne","282"
"Feed Stuff Price","2019M04","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M04","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M04","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M04","Layers' mash (14-16% protein)","Euro per Tonne","367"
"Feed Stuff Price","2019M04","Broiler starter (22-24% protein)","Euro per Tonne","432"
"Feed Stuff Price","2019M04","Broiler finisher (19-21% protein)","Euro per Tonne","426"
"Feed Stuff Price","2019M04","Milk replacer","Euro per Tonne","2120"
"Feed Stuff Price","2019M04","Wheat","Euro per Tonne","244"
"Feed Stuff Price","2019M04","Ewe feed coarse (16-20% protein)","Euro per Tonne","304"
"Feed Stuff Price","2019M04","Ewe pellets/nuts (16-20%)","Euro per Tonne","311"
"Feed Stuff Price","2019M04","Lamb feed (16-20% protein)","Euro per Tonne","309"
"Feed Stuff Price","2019M04","Cattle fattening meal (13-15% protein)","Euro per Tonne","289"
"Feed Stuff Price","2019M05","Rolled barley","Euro per Tonne","255"
"Feed Stuff Price","2019M05","Soya bean meal","Euro per Tonne","394"
"Feed Stuff Price","2019M05","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M05","Maize meal","Euro per Tonne","240"
"Feed Stuff Price","2019M05","Flaked maize","Euro per Tonne","387"
"Feed Stuff Price","2019M05","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M05","Pig fattening meal (13-15% protein)","Euro per Tonne","336"
"Feed Stuff Price","2019M05","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","378"
"Feed Stuff Price","2019M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne","329"
"Feed Stuff Price","2019M05","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","290"
"Feed Stuff Price","2019M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","300"
"Feed Stuff Price","2019M05","Dairy meal (16-18% protein)","Euro per Tonne","282"
"Feed Stuff Price","2019M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M05","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M05","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M05","Layers' mash (14-16% protein)","Euro per Tonne","365"
"Feed Stuff Price","2019M05","Broiler starter (22-24% protein)","Euro per Tonne","417"
"Feed Stuff Price","2019M05","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2019M05","Milk replacer","Euro per Tonne","2150"
"Feed Stuff Price","2019M05","Wheat","Euro per Tonne","243"
"Feed Stuff Price","2019M05","Ewe feed coarse (16-20% protein)","Euro per Tonne","302"
"Feed Stuff Price","2019M05","Ewe pellets/nuts (16-20%)","Euro per Tonne","307"
"Feed Stuff Price","2019M05","Lamb feed (16-20% protein)","Euro per Tonne","304"
"Feed Stuff Price","2019M05","Cattle fattening meal (13-15% protein)","Euro per Tonne","285"
"Feed Stuff Price","2019M06","Rolled barley","Euro per Tonne","249"
"Feed Stuff Price","2019M06","Soya bean meal","Euro per Tonne","397"
"Feed Stuff Price","2019M06","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M06","Maize meal","Euro per Tonne","237"
"Feed Stuff Price","2019M06","Flaked maize","Euro per Tonne","388"
"Feed Stuff Price","2019M06","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M06","Pig fattening meal (13-15% protein)","Euro per Tonne","336"
"Feed Stuff Price","2019M06","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","378"
"Feed Stuff Price","2019M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","326"
"Feed Stuff Price","2019M06","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","288"
"Feed Stuff Price","2019M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","298"
"Feed Stuff Price","2019M06","Dairy meal (16-18% protein)","Euro per Tonne","279"
"Feed Stuff Price","2019M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M06","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M06","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M06","Layers' mash (14-16% protein)","Euro per Tonne","378"
"Feed Stuff Price","2019M06","Broiler starter (22-24% protein)","Euro per Tonne","417"
"Feed Stuff Price","2019M06","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2019M06","Milk replacer","Euro per Tonne","2154"
"Feed Stuff Price","2019M06","Wheat","Euro per Tonne","245"
"Feed Stuff Price","2019M06","Ewe feed coarse (16-20% protein)","Euro per Tonne","300"
"Feed Stuff Price","2019M06","Ewe pellets/nuts (16-20%)","Euro per Tonne","306"
"Feed Stuff Price","2019M06","Lamb feed (16-20% protein)","Euro per Tonne","303"
"Feed Stuff Price","2019M06","Cattle fattening meal (13-15% protein)","Euro per Tonne","284"
"Feed Stuff Price","2019M07","Rolled barley","Euro per Tonne","248"
"Feed Stuff Price","2019M07","Soya bean meal","Euro per Tonne","394"
"Feed Stuff Price","2019M07","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M07","Maize meal","Euro per Tonne","236"
"Feed Stuff Price","2019M07","Flaked maize","Euro per Tonne","386"
"Feed Stuff Price","2019M07","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M07","Pig fattening meal (13-15% protein)","Euro per Tonne","336"
"Feed Stuff Price","2019M07","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","378"
"Feed Stuff Price","2019M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","325"
"Feed Stuff Price","2019M07","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","287"
"Feed Stuff Price","2019M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","297"
"Feed Stuff Price","2019M07","Dairy meal (16-18% protein)","Euro per Tonne","274"
"Feed Stuff Price","2019M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M07","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M07","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M07","Layers' mash (14-16% protein)","Euro per Tonne","378"
"Feed Stuff Price","2019M07","Broiler starter (22-24% protein)","Euro per Tonne","417"
"Feed Stuff Price","2019M07","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2019M07","Milk replacer","Euro per Tonne","2163"
"Feed Stuff Price","2019M07","Wheat","Euro per Tonne","243"
"Feed Stuff Price","2019M07","Ewe feed coarse (16-20% protein)","Euro per Tonne","299"
"Feed Stuff Price","2019M07","Ewe pellets/nuts (16-20%)","Euro per Tonne","305"
"Feed Stuff Price","2019M07","Lamb feed (16-20% protein)","Euro per Tonne","295"
"Feed Stuff Price","2019M07","Cattle fattening meal (13-15% protein)","Euro per Tonne","283"
"Feed Stuff Price","2019M08","Rolled barley","Euro per Tonne","242"
"Feed Stuff Price","2019M08","Soya bean meal","Euro per Tonne","392"
"Feed Stuff Price","2019M08","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M08","Maize meal","Euro per Tonne","235"
"Feed Stuff Price","2019M08","Flaked maize","Euro per Tonne","386"
"Feed Stuff Price","2019M08","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M08","Pig fattening meal (13-15% protein)","Euro per Tonne","336"
"Feed Stuff Price","2019M08","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","378"
"Feed Stuff Price","2019M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","321"
"Feed Stuff Price","2019M08","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","284"
"Feed Stuff Price","2019M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","296"
"Feed Stuff Price","2019M08","Dairy meal (16-18% protein)","Euro per Tonne","271"
"Feed Stuff Price","2019M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M08","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M08","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M08","Layers' mash (14-16% protein)","Euro per Tonne","373"
"Feed Stuff Price","2019M08","Broiler starter (22-24% protein)","Euro per Tonne","432"
"Feed Stuff Price","2019M08","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2019M08","Milk replacer","Euro per Tonne","2170"
"Feed Stuff Price","2019M08","Wheat","Euro per Tonne","244"
"Feed Stuff Price","2019M08","Ewe feed coarse (16-20% protein)","Euro per Tonne","298"
"Feed Stuff Price","2019M08","Ewe pellets/nuts (16-20%)","Euro per Tonne","303"
"Feed Stuff Price","2019M08","Lamb feed (16-20% protein)","Euro per Tonne","294"
"Feed Stuff Price","2019M08","Cattle fattening meal (13-15% protein)","Euro per Tonne","282"
"Feed Stuff Price","2019M09","Rolled barley","Euro per Tonne","224"
"Feed Stuff Price","2019M09","Soya bean meal","Euro per Tonne","378"
"Feed Stuff Price","2019M09","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M09","Maize meal","Euro per Tonne","231"
"Feed Stuff Price","2019M09","Flaked maize","Euro per Tonne","378"
"Feed Stuff Price","2019M09","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M09","Pig fattening meal (13-15% protein)","Euro per Tonne","333"
"Feed Stuff Price","2019M09","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","376"
"Feed Stuff Price","2019M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","315"
"Feed Stuff Price","2019M09","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","281"
"Feed Stuff Price","2019M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2019M09","Dairy meal (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2019M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M09","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M09","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M09","Layers' mash (14-16% protein)","Euro per Tonne","374"
"Feed Stuff Price","2019M09","Broiler starter (22-24% protein)","Euro per Tonne","436"
"Feed Stuff Price","2019M09","Broiler finisher (19-21% protein)","Euro per Tonne","415"
"Feed Stuff Price","2019M09","Milk replacer","Euro per Tonne","2170"
"Feed Stuff Price","2019M09","Wheat","Euro per Tonne","233"
"Feed Stuff Price","2019M09","Ewe feed coarse (16-20% protein)","Euro per Tonne","291"
"Feed Stuff Price","2019M09","Ewe pellets/nuts (16-20%)","Euro per Tonne","298"
"Feed Stuff Price","2019M09","Lamb feed (16-20% protein)","Euro per Tonne","287"
"Feed Stuff Price","2019M09","Cattle fattening meal (13-15% protein)","Euro per Tonne","276"
"Feed Stuff Price","2019M10","Rolled barley","Euro per Tonne","212"
"Feed Stuff Price","2019M10","Soya bean meal","Euro per Tonne","376"
"Feed Stuff Price","2019M10","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M10","Maize meal","Euro per Tonne","229"
"Feed Stuff Price","2019M10","Flaked maize","Euro per Tonne","378"
"Feed Stuff Price","2019M10","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M10","Pig fattening meal (13-15% protein)","Euro per Tonne","333"
"Feed Stuff Price","2019M10","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","376"
"Feed Stuff Price","2019M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne","312"
"Feed Stuff Price","2019M10","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M10","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M10","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","277"
"Feed Stuff Price","2019M10","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","288"
"Feed Stuff Price","2019M10","Dairy meal (16-18% protein)","Euro per Tonne","267"
"Feed Stuff Price","2019M10","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M10","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M10","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M10","Layers' mash (14-16% protein)","Euro per Tonne","369"
"Feed Stuff Price","2019M10","Broiler starter (22-24% protein)","Euro per Tonne","436"
"Feed Stuff Price","2019M10","Broiler finisher (19-21% protein)","Euro per Tonne","415"
"Feed Stuff Price","2019M10","Milk replacer","Euro per Tonne","2173"
"Feed Stuff Price","2019M10","Wheat","Euro per Tonne","224"
"Feed Stuff Price","2019M10","Ewe feed coarse (16-20% protein)","Euro per Tonne","287"
"Feed Stuff Price","2019M10","Ewe pellets/nuts (16-20%)","Euro per Tonne","296"
"Feed Stuff Price","2019M10","Lamb feed (16-20% protein)","Euro per Tonne","286"
"Feed Stuff Price","2019M10","Cattle fattening meal (13-15% protein)","Euro per Tonne","272"
"Feed Stuff Price","2019M11","Rolled barley","Euro per Tonne","212"
"Feed Stuff Price","2019M11","Soya bean meal","Euro per Tonne","376"
"Feed Stuff Price","2019M11","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M11","Maize meal","Euro per Tonne","229"
"Feed Stuff Price","2019M11","Flaked maize","Euro per Tonne","378"
"Feed Stuff Price","2019M11","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Pig fattening meal (13-15% protein)","Euro per Tonne","330"
"Feed Stuff Price","2019M11","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","363"
"Feed Stuff Price","2019M11","Calf nuts and cubes (16-18% protein)","Euro per Tonne","312"
"Feed Stuff Price","2019M11","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","277"
"Feed Stuff Price","2019M11","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","286"
"Feed Stuff Price","2019M11","Dairy meal (16-18% protein)","Euro per Tonne","267"
"Feed Stuff Price","2019M11","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Layers' mash (14-16% protein)","Euro per Tonne","360"
"Feed Stuff Price","2019M11","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M11","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2019M11","Milk replacer","Euro per Tonne","2159"
"Feed Stuff Price","2019M11","Wheat","Euro per Tonne","221"
"Feed Stuff Price","2019M11","Ewe feed coarse (16-20% protein)","Euro per Tonne","287"
"Feed Stuff Price","2019M11","Ewe pellets/nuts (16-20%)","Euro per Tonne","296"
"Feed Stuff Price","2019M11","Lamb feed (16-20% protein)","Euro per Tonne","286"
"Feed Stuff Price","2019M11","Cattle fattening meal (13-15% protein)","Euro per Tonne","270"
"Feed Stuff Price","2019M12","Rolled barley","Euro per Tonne","212"
"Feed Stuff Price","2019M12","Soya bean meal","Euro per Tonne","377"
"Feed Stuff Price","2019M12","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2019M12","Maize meal","Euro per Tonne","230"
"Feed Stuff Price","2019M12","Flaked maize","Euro per Tonne","378"
"Feed Stuff Price","2019M12","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M12","Pig fattening meal (13-15% protein)","Euro per Tonne","330"
"Feed Stuff Price","2019M12","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2019M12","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","363"
"Feed Stuff Price","2019M12","Calf nuts and cubes (16-18% protein)","Euro per Tonne","312"
"Feed Stuff Price","2019M12","Calf meal (16-18% protein)","Euro per Tonne","."
