"Statistic","Month","Type of Cattle","UNIT","VALUE"
"Cattle Price per 100 Kg","2002M07","Heifers 200-249kg","Euro","137.59"
"Cattle Price per 100 Kg","2002M07","Heifers 250-299kg","Euro","143.61"
"Cattle Price per 100 Kg","2002M07","Heifers 300-349kg","Euro","136.98"
"Cattle Price per 100 Kg","2002M07","Heifers 350-399kg","Euro","136.99"
"Cattle Price per 100 Kg","2002M07","Heifers 400-449kg","Euro","137.33"
"Cattle Price per 100 Kg","2002M07","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2002M08","Bullocks 200-249kg","Euro","202.22"
"Cattle Price per 100 Kg","2002M08","Bullocks 250-299kg","Euro","192.67"
"Cattle Price per 100 Kg","2002M08","Bullocks 300-349kg","Euro","175.56"
"Cattle Price per 100 Kg","2002M08","Bullocks 350-399kg","Euro","150.74"
"Cattle Price per 100 Kg","2002M08","Bullocks 400-449kg","Euro","152.33"
"Cattle Price per 100 Kg","2002M08","Bullocks 450-499kg","Euro","149.21"
"Cattle Price per 100 Kg","2002M08","Bullocks 500-549kg","Euro","145.78"
"Cattle Price per 100 Kg","2002M08","Bullocks 550kg+","Euro","139.21"
"Cattle Price per 100 Kg","2002M08","Heifers 200-249kg","Euro","142.19"
"Cattle Price per 100 Kg","2002M08","Heifers 250-299kg","Euro","139.72"
"Cattle Price per 100 Kg","2002M08","Heifers 300-349kg","Euro","138.82"
"Cattle Price per 100 Kg","2002M08","Heifers 350-399kg","Euro","139.44"
"Cattle Price per 100 Kg","2002M08","Heifers 400-449kg","Euro","136.82"
"Cattle Price per 100 Kg","2002M08","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2002M09","Bullocks 200-249kg","Euro","212.65"
"Cattle Price per 100 Kg","2002M09","Bullocks 250-299kg","Euro","199.18"
"Cattle Price per 100 Kg","2002M09","Bullocks 300-349kg","Euro","164.67"
"Cattle Price per 100 Kg","2002M09","Bullocks 350-399kg","Euro","155.65"
"Cattle Price per 100 Kg","2002M09","Bullocks 400-449kg","Euro","153.18"
"Cattle Price per 100 Kg","2002M09","Bullocks 450-499kg","Euro","152.2"
"Cattle Price per 100 Kg","2002M09","Bullocks 500-549kg","Euro","143.11"
"Cattle Price per 100 Kg","2002M09","Bullocks 550kg+","Euro","138.1"
"Cattle Price per 100 Kg","2002M09","Heifers 200-249kg","Euro","141.57"
"Cattle Price per 100 Kg","2002M09","Heifers 250-299kg","Euro","139.9"
"Cattle Price per 100 Kg","2002M09","Heifers 300-349kg","Euro","139.09"
"Cattle Price per 100 Kg","2002M09","Heifers 350-399kg","Euro","137.09"
"Cattle Price per 100 Kg","2002M09","Heifers 400-449kg","Euro","129.59"
"Cattle Price per 100 Kg","2002M09","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2002M10","Bullocks 200-249kg","Euro","214.02"
"Cattle Price per 100 Kg","2002M10","Bullocks 250-299kg","Euro","193.08"
"Cattle Price per 100 Kg","2002M10","Bullocks 300-349kg","Euro","162.27"
"Cattle Price per 100 Kg","2002M10","Bullocks 350-399kg","Euro","163.12"
"Cattle Price per 100 Kg","2002M10","Bullocks 400-449kg","Euro","155.64"
"Cattle Price per 100 Kg","2002M10","Bullocks 450-499kg","Euro","149.11"
"Cattle Price per 100 Kg","2002M10","Bullocks 500-549kg","Euro","145.44"
"Cattle Price per 100 Kg","2002M10","Bullocks 550kg+","Euro","134.08"
"Cattle Price per 100 Kg","2002M10","Heifers 200-249kg","Euro","148.4"
"Cattle Price per 100 Kg","2002M10","Heifers 250-299kg","Euro","141.77"
"Cattle Price per 100 Kg","2002M10","Heifers 300-349kg","Euro","137.7"
"Cattle Price per 100 Kg","2002M10","Heifers 350-399kg","Euro","129.69"
"Cattle Price per 100 Kg","2002M10","Heifers 400-449kg","Euro","132.23"
"Cattle Price per 100 Kg","2002M10","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2002M11","Bullocks 200-249kg","Euro","210.93"
"Cattle Price per 100 Kg","2002M11","Bullocks 250-299kg","Euro","195.78"
"Cattle Price per 100 Kg","2002M11","Bullocks 300-349kg","Euro","179.01"
"Cattle Price per 100 Kg","2002M11","Bullocks 350-399kg","Euro","163.22"
"Cattle Price per 100 Kg","2002M11","Bullocks 400-449kg","Euro","158.51"
"Cattle Price per 100 Kg","2002M11","Bullocks 450-499kg","Euro","151.72"
"Cattle Price per 100 Kg","2002M11","Bullocks 500-549kg","Euro","140.93"
"Cattle Price per 100 Kg","2002M11","Bullocks 550kg+","Euro","137.27"
"Cattle Price per 100 Kg","2002M11","Heifers 200-249kg","Euro","155.87"
"Cattle Price per 100 Kg","2002M11","Heifers 250-299kg","Euro","139.79"
"Cattle Price per 100 Kg","2002M11","Heifers 300-349kg","Euro","129.92"
"Cattle Price per 100 Kg","2002M11","Heifers 350-399kg","Euro","130.44"
"Cattle Price per 100 Kg","2002M11","Heifers 400-449kg","Euro","129.44"
"Cattle Price per 100 Kg","2002M11","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2002M12","Bullocks 200-249kg","Euro","210"
"Cattle Price per 100 Kg","2002M12","Bullocks 250-299kg","Euro","188.91"
"Cattle Price per 100 Kg","2002M12","Bullocks 300-349kg","Euro","174.23"
"Cattle Price per 100 Kg","2002M12","Bullocks 350-399kg","Euro","160.48"
"Cattle Price per 100 Kg","2002M12","Bullocks 400-449kg","Euro","159.96"
"Cattle Price per 100 Kg","2002M12","Bullocks 450-499kg","Euro","150.5"
"Cattle Price per 100 Kg","2002M12","Bullocks 500-549kg","Euro","141.36"
"Cattle Price per 100 Kg","2002M12","Bullocks 550kg+","Euro","136.52"
"Cattle Price per 100 Kg","2002M12","Heifers 200-249kg","Euro","149.43"
"Cattle Price per 100 Kg","2002M12","Heifers 250-299kg","Euro","132.31"
"Cattle Price per 100 Kg","2002M12","Heifers 300-349kg","Euro","128.41"
"Cattle Price per 100 Kg","2002M12","Heifers 350-399kg","Euro","129.66"
"Cattle Price per 100 Kg","2002M12","Heifers 400-449kg","Euro","134.35"
"Cattle Price per 100 Kg","2002M12","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M01","Bullocks 200-249kg","Euro","210.99"
"Cattle Price per 100 Kg","2003M01","Bullocks 250-299kg","Euro","186.63"
"Cattle Price per 100 Kg","2003M01","Bullocks 300-349kg","Euro","163.35"
"Cattle Price per 100 Kg","2003M01","Bullocks 350-399kg","Euro","167.22"
"Cattle Price per 100 Kg","2003M01","Bullocks 400-449kg","Euro","157.15"
"Cattle Price per 100 Kg","2003M01","Bullocks 450-499kg","Euro","148.23"
"Cattle Price per 100 Kg","2003M01","Bullocks 500-549kg","Euro","145.28"
"Cattle Price per 100 Kg","2003M01","Bullocks 550kg+","Euro","136.29"
"Cattle Price per 100 Kg","2003M01","Heifers 200-249kg","Euro","138.19"
"Cattle Price per 100 Kg","2003M01","Heifers 250-299kg","Euro","129.4"
"Cattle Price per 100 Kg","2003M01","Heifers 300-349kg","Euro","128.6"
"Cattle Price per 100 Kg","2003M01","Heifers 350-399kg","Euro","136.51"
"Cattle Price per 100 Kg","2003M01","Heifers 400-449kg","Euro","139.89"
"Cattle Price per 100 Kg","2003M01","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M02","Bullocks 200-249kg","Euro","222.46"
"Cattle Price per 100 Kg","2003M02","Bullocks 250-299kg","Euro","174.79"
"Cattle Price per 100 Kg","2003M02","Bullocks 300-349kg","Euro","170.74"
"Cattle Price per 100 Kg","2003M02","Bullocks 350-399kg","Euro","162.2"
"Cattle Price per 100 Kg","2003M02","Bullocks 400-449kg","Euro","156.24"
"Cattle Price per 100 Kg","2003M02","Bullocks 450-499kg","Euro","152.35"
"Cattle Price per 100 Kg","2003M02","Bullocks 500-549kg","Euro","145.7"
"Cattle Price per 100 Kg","2003M02","Bullocks 550kg+","Euro","135.96"
"Cattle Price per 100 Kg","2003M02","Heifers 200-249kg","Euro","132.71"
"Cattle Price per 100 Kg","2003M02","Heifers 250-299kg","Euro","128.17"
"Cattle Price per 100 Kg","2003M02","Heifers 300-349kg","Euro","138.03"
"Cattle Price per 100 Kg","2003M02","Heifers 350-399kg","Euro","143.47"
"Cattle Price per 100 Kg","2003M02","Heifers 400-449kg","Euro","150.66"
"Cattle Price per 100 Kg","2003M02","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M03","Bullocks 200-249kg","Euro","200.1"
"Cattle Price per 100 Kg","2003M03","Bullocks 250-299kg","Euro","180.21"
"Cattle Price per 100 Kg","2003M03","Bullocks 300-349kg","Euro","166.61"
"Cattle Price per 100 Kg","2003M03","Bullocks 350-399kg","Euro","164.17"
"Cattle Price per 100 Kg","2003M03","Bullocks 400-449kg","Euro","158.86"
"Cattle Price per 100 Kg","2003M03","Bullocks 450-499kg","Euro","152.25"
"Cattle Price per 100 Kg","2003M03","Bullocks 500-549kg","Euro","144.01"
"Cattle Price per 100 Kg","2003M03","Bullocks 550kg+","Euro","140.41"
"Cattle Price per 100 Kg","2003M03","Heifers 200-249kg","Euro","133.43"
"Cattle Price per 100 Kg","2003M03","Heifers 250-299kg","Euro","139.41"
"Cattle Price per 100 Kg","2003M03","Heifers 300-349kg","Euro","147.23"
"Cattle Price per 100 Kg","2003M03","Heifers 350-399kg","Euro","153.76"
"Cattle Price per 100 Kg","2003M03","Heifers 400-449kg","Euro","152.14"
"Cattle Price per 100 Kg","2003M03","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M04","Bullocks 200-249kg","Euro","198.94"
"Cattle Price per 100 Kg","2003M04","Bullocks 250-299kg","Euro","178.53"
"Cattle Price per 100 Kg","2003M04","Bullocks 300-349kg","Euro","171.29"
"Cattle Price per 100 Kg","2003M04","Bullocks 350-399kg","Euro","163.51"
"Cattle Price per 100 Kg","2003M04","Bullocks 400-449kg","Euro","156.99"
"Cattle Price per 100 Kg","2003M04","Bullocks 450-499kg","Euro","147.56"
"Cattle Price per 100 Kg","2003M04","Bullocks 500-549kg","Euro","147.49"
"Cattle Price per 100 Kg","2003M04","Bullocks 550kg+","Euro","141.32"
"Cattle Price per 100 Kg","2003M04","Heifers 200-249kg","Euro","145.72"
"Cattle Price per 100 Kg","2003M04","Heifers 250-299kg","Euro","145.78"
"Cattle Price per 100 Kg","2003M04","Heifers 300-349kg","Euro","155.5"
"Cattle Price per 100 Kg","2003M04","Heifers 350-399kg","Euro","156.1"
"Cattle Price per 100 Kg","2003M04","Heifers 400-449kg","Euro","159.79"
"Cattle Price per 100 Kg","2003M04","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M05","Bullocks 200-249kg","Euro","191.92"
"Cattle Price per 100 Kg","2003M05","Bullocks 250-299kg","Euro","185"
"Cattle Price per 100 Kg","2003M05","Bullocks 300-349kg","Euro","170.7"
"Cattle Price per 100 Kg","2003M05","Bullocks 350-399kg","Euro","161.95"
"Cattle Price per 100 Kg","2003M05","Bullocks 400-449kg","Euro","150.11"
"Cattle Price per 100 Kg","2003M05","Bullocks 450-499kg","Euro","150.72"
"Cattle Price per 100 Kg","2003M05","Bullocks 500-549kg","Euro","149.02"
"Cattle Price per 100 Kg","2003M05","Bullocks 550kg+","Euro","143.46"
"Cattle Price per 100 Kg","2003M05","Heifers 200-249kg","Euro","155.41"
"Cattle Price per 100 Kg","2003M05","Heifers 250-299kg","Euro","163.43"
"Cattle Price per 100 Kg","2003M05","Heifers 300-349kg","Euro","159.1"
"Cattle Price per 100 Kg","2003M05","Heifers 350-399kg","Euro","162.33"
"Cattle Price per 100 Kg","2003M05","Heifers 400-449kg","Euro","159.52"
"Cattle Price per 100 Kg","2003M05","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M06","Bullocks 200-249kg","Euro","202.3"
"Cattle Price per 100 Kg","2003M06","Bullocks 250-299kg","Euro","186.07"
"Cattle Price per 100 Kg","2003M06","Bullocks 300-349kg","Euro","169.34"
"Cattle Price per 100 Kg","2003M06","Bullocks 350-399kg","Euro","155.71"
"Cattle Price per 100 Kg","2003M06","Bullocks 400-449kg","Euro","155.8"
"Cattle Price per 100 Kg","2003M06","Bullocks 450-499kg","Euro","152.3"
"Cattle Price per 100 Kg","2003M06","Bullocks 500-549kg","Euro","152.56"
"Cattle Price per 100 Kg","2003M06","Bullocks 550kg+","Euro","145.33"
"Cattle Price per 100 Kg","2003M06","Heifers 200-249kg","Euro","165.02"
"Cattle Price per 100 Kg","2003M06","Heifers 250-299kg","Euro","161.46"
"Cattle Price per 100 Kg","2003M06","Heifers 300-349kg","Euro","163.68"
"Cattle Price per 100 Kg","2003M06","Heifers 350-399kg","Euro","163.29"
"Cattle Price per 100 Kg","2003M06","Heifers 400-449kg","Euro","159.49"
"Cattle Price per 100 Kg","2003M06","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M07","Bullocks 200-249kg","Euro","208.29"
"Cattle Price per 100 Kg","2003M07","Bullocks 250-299kg","Euro","185.76"
"Cattle Price per 100 Kg","2003M07","Bullocks 300-349kg","Euro","172.52"
"Cattle Price per 100 Kg","2003M07","Bullocks 350-399kg","Euro","162.24"
"Cattle Price per 100 Kg","2003M07","Bullocks 400-449kg","Euro","157.24"
"Cattle Price per 100 Kg","2003M07","Bullocks 450-499kg","Euro","157.34"
"Cattle Price per 100 Kg","2003M07","Bullocks 500-549kg","Euro","155.41"
"Cattle Price per 100 Kg","2003M07","Bullocks 550kg+","Euro","151.15"
"Cattle Price per 100 Kg","2003M07","Heifers 200-249kg","Euro","163.08"
"Cattle Price per 100 Kg","2003M07","Heifers 250-299kg","Euro","169.12"
"Cattle Price per 100 Kg","2003M07","Heifers 300-349kg","Euro","165.75"
"Cattle Price per 100 Kg","2003M07","Heifers 350-399kg","Euro","165.32"
"Cattle Price per 100 Kg","2003M07","Heifers 400-449kg","Euro","151.25"
"Cattle Price per 100 Kg","2003M07","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M08","Bullocks 200-249kg","Euro","206.8"
"Cattle Price per 100 Kg","2003M08","Bullocks 250-299kg","Euro","197.1"
"Cattle Price per 100 Kg","2003M08","Bullocks 300-349kg","Euro","180.77"
"Cattle Price per 100 Kg","2003M08","Bullocks 350-399kg","Euro","162.51"
"Cattle Price per 100 Kg","2003M08","Bullocks 400-449kg","Euro","163.01"
"Cattle Price per 100 Kg","2003M08","Bullocks 450-499kg","Euro","155.32"
"Cattle Price per 100 Kg","2003M08","Bullocks 500-549kg","Euro","159.56"
"Cattle Price per 100 Kg","2003M08","Bullocks 550kg+","Euro","155.94"
"Cattle Price per 100 Kg","2003M08","Heifers 200-249kg","Euro","173.17"
"Cattle Price per 100 Kg","2003M08","Heifers 250-299kg","Euro","173.83"
"Cattle Price per 100 Kg","2003M08","Heifers 300-349kg","Euro","167.4"
"Cattle Price per 100 Kg","2003M08","Heifers 350-399kg","Euro","151.96"
"Cattle Price per 100 Kg","2003M08","Heifers 400-449kg","Euro","148.02"
"Cattle Price per 100 Kg","2003M08","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M09","Bullocks 200-249kg","Euro","216.32"
"Cattle Price per 100 Kg","2003M09","Bullocks 250-299kg","Euro","202.59"
"Cattle Price per 100 Kg","2003M09","Bullocks 300-349kg","Euro","175.42"
"Cattle Price per 100 Kg","2003M09","Bullocks 350-399kg","Euro","172.01"
"Cattle Price per 100 Kg","2003M09","Bullocks 400-449kg","Euro","163.38"
"Cattle Price per 100 Kg","2003M09","Bullocks 450-499kg","Euro","165.84"
"Cattle Price per 100 Kg","2003M09","Bullocks 500-549kg","Euro","160.4"
"Cattle Price per 100 Kg","2003M09","Bullocks 550kg+","Euro","158.67"
"Cattle Price per 100 Kg","2003M09","Heifers 200-249kg","Euro","178.56"
"Cattle Price per 100 Kg","2003M09","Heifers 250-299kg","Euro","172.73"
"Cattle Price per 100 Kg","2003M09","Heifers 300-349kg","Euro","153.74"
"Cattle Price per 100 Kg","2003M09","Heifers 350-399kg","Euro","148.46"
"Cattle Price per 100 Kg","2003M09","Heifers 400-449kg","Euro","141.31"
"Cattle Price per 100 Kg","2003M09","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M10","Bullocks 200-249kg","Euro","213.62"
"Cattle Price per 100 Kg","2003M10","Bullocks 250-299kg","Euro","197.68"
"Cattle Price per 100 Kg","2003M10","Bullocks 300-349kg","Euro","185.65"
"Cattle Price per 100 Kg","2003M10","Bullocks 350-399kg","Euro","173.66"
"Cattle Price per 100 Kg","2003M10","Bullocks 400-449kg","Euro","172.33"
"Cattle Price per 100 Kg","2003M10","Bullocks 450-499kg","Euro","165.66"
"Cattle Price per 100 Kg","2003M10","Bullocks 500-549kg","Euro","164.62"
"Cattle Price per 100 Kg","2003M10","Bullocks 550kg+","Euro","161.74"
"Cattle Price per 100 Kg","2003M10","Heifers 200-249kg","Euro","180.71"
"Cattle Price per 100 Kg","2003M10","Heifers 250-299kg","Euro","158.52"
"Cattle Price per 100 Kg","2003M10","Heifers 300-349kg","Euro","150.3"
"Cattle Price per 100 Kg","2003M10","Heifers 350-399kg","Euro","142.66"
"Cattle Price per 100 Kg","2003M10","Heifers 400-449kg","Euro","135.78"
"Cattle Price per 100 Kg","2003M10","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M11","Bullocks 200-249kg","Euro","214.52"
"Cattle Price per 100 Kg","2003M11","Bullocks 250-299kg","Euro","201.51"
"Cattle Price per 100 Kg","2003M11","Bullocks 300-349kg","Euro","186.46"
"Cattle Price per 100 Kg","2003M11","Bullocks 350-399kg","Euro","185.24"
"Cattle Price per 100 Kg","2003M11","Bullocks 400-449kg","Euro","172.74"
"Cattle Price per 100 Kg","2003M11","Bullocks 450-499kg","Euro","170.56"
"Cattle Price per 100 Kg","2003M11","Bullocks 500-549kg","Euro","166.74"
"Cattle Price per 100 Kg","2003M11","Bullocks 550kg+","Euro","159.21"
"Cattle Price per 100 Kg","2003M11","Heifers 200-249kg","Euro","160.26"
"Cattle Price per 100 Kg","2003M11","Heifers 250-299kg","Euro","154.86"
"Cattle Price per 100 Kg","2003M11","Heifers 300-349kg","Euro","144.91"
"Cattle Price per 100 Kg","2003M11","Heifers 350-399kg","Euro","134.82"
"Cattle Price per 100 Kg","2003M11","Heifers 400-449kg","Euro","137.57"
"Cattle Price per 100 Kg","2003M11","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2003M12","Bullocks 200-249kg","Euro","217.63"
"Cattle Price per 100 Kg","2003M12","Bullocks 250-299kg","Euro","200.32"
"Cattle Price per 100 Kg","2003M12","Bullocks 300-349kg","Euro","192.96"
"Cattle Price per 100 Kg","2003M12","Bullocks 350-399kg","Euro","183.26"
"Cattle Price per 100 Kg","2003M12","Bullocks 400-449kg","Euro","179.28"
"Cattle Price per 100 Kg","2003M12","Bullocks 450-499kg","Euro","172.76"
"Cattle Price per 100 Kg","2003M12","Bullocks 500-549kg","Euro","167.24"
"Cattle Price per 100 Kg","2003M12","Bullocks 550kg+","Euro","148.04"
"Cattle Price per 100 Kg","2003M12","Heifers 200-249kg","Euro","160.33"
"Cattle Price per 100 Kg","2003M12","Heifers 250-299kg","Euro","151.14"
"Cattle Price per 100 Kg","2003M12","Heifers 300-349kg","Euro","136.1"
"Cattle Price per 100 Kg","2003M12","Heifers 350-399kg","Euro","138.14"
"Cattle Price per 100 Kg","2003M12","Heifers 400-449kg","Euro","135.91"
"Cattle Price per 100 Kg","2003M12","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2004M01","Bullocks 200-249kg","Euro","217.42"
"Cattle Price per 100 Kg","2004M01","Bullocks 250-299kg","Euro","208.98"
"Cattle Price per 100 Kg","2004M01","Bullocks 300-349kg","Euro","187.24"
"Cattle Price per 100 Kg","2004M01","Bullocks 350-399kg","Euro","184.86"
"Cattle Price per 100 Kg","2004M01","Bullocks 400-449kg","Euro","185.82"
"Cattle Price per 100 Kg","2004M01","Bullocks 450-499kg","Euro","171.53"
"Cattle Price per 100 Kg","2004M01","Bullocks 500-549kg","Euro","156.36"
"Cattle Price per 100 Kg","2004M01","Bullocks 550kg+","Euro","150.88"
"Cattle Price per 100 Kg","2004M01","Heifers 200-249kg","Euro","160.44"
"Cattle Price per 100 Kg","2004M01","Heifers 250-299kg","Euro","142.01"
"Cattle Price per 100 Kg","2004M01","Heifers 300-349kg","Euro","137.08"
"Cattle Price per 100 Kg","2004M01","Heifers 350-399kg","Euro","136.79"
"Cattle Price per 100 Kg","2004M01","Heifers 400-449kg","Euro","148.73"
"Cattle Price per 100 Kg","2004M01","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2004M02","Bullocks 200-249kg","Euro","218.11"
"Cattle Price per 100 Kg","2004M02","Bullocks 250-299kg","Euro","202.37"
"Cattle Price per 100 Kg","2004M02","Bullocks 300-349kg","Euro","194.57"
"Cattle Price per 100 Kg","2004M02","Bullocks 350-399kg","Euro","194.34"
"Cattle Price per 100 Kg","2004M02","Bullocks 400-449kg","Euro","181.85"
"Cattle Price per 100 Kg","2004M02","Bullocks 450-499kg","Euro","164.08"
"Cattle Price per 100 Kg","2004M02","Bullocks 500-549kg","Euro","158.95"
"Cattle Price per 100 Kg","2004M02","Bullocks 550kg+","Euro","145.87"
"Cattle Price per 100 Kg","2004M02","Heifers 200-249kg","Euro","145.38"
"Cattle Price per 100 Kg","2004M02","Heifers 250-299kg","Euro","140.02"
"Cattle Price per 100 Kg","2004M02","Heifers 300-349kg","Euro","138.03"
"Cattle Price per 100 Kg","2004M02","Heifers 350-399kg","Euro","155.93"
"Cattle Price per 100 Kg","2004M02","Heifers 400-449kg","Euro","151.31"
"Cattle Price per 100 Kg","2004M02","Cows for slaughter","Euro",""
"Cattle Price per 100 Kg","2004M03","Bullocks 200-249kg","Euro","211.14"
"Cattle Price per 100 Kg","2004M03","Bullocks 250-299kg","Euro","202.38"
"Cattle Price per 100 Kg","2004M03","Bullocks 300-349kg","Euro","203.22"
"Cattle Price per 100 Kg","2004M03","Bullocks 350-399kg","Euro","188.86"
"Cattle Price per 100 Kg","2004M03","Bullocks 400-449kg","Euro","170.03"
"Cattle Price per 100 Kg","2004M03","Bullocks 450-499kg","Euro","160.86"
"Cattle Price per 100 Kg","2004M03","Bullocks 500-549kg","Euro","154.81"
