"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Price Indices","2005M08","Fertilisers","Base 2010 = 100","74.7"
"Agricultural Input and Output Price Indices","2005M08","Straight fertilisers","Base 2010 = 100","81.91"
"Agricultural Input and Output Price Indices","2005M08","Compound fertilisers","Base 2010 = 100","70.8"
"Agricultural Input and Output Price Indices","2005M08","PK fertilisers","Base 2010 = 100","56.44"
"Agricultural Input and Output Price Indices","2005M08","NPK fertilisers","Base 2010 = 100","71.44"
"Agricultural Input and Output Price Indices","2005M08","Other fertilisers","Base 2010 = 100","88.19"
"Agricultural Input and Output Price Indices","2005M08","Plant protection products","Base 2010 = 100","96.68"
"Agricultural Input and Output Price Indices","2005M08","Veterinary expenses","Base 2010 = 100","89.27"
"Agricultural Input and Output Price Indices","2005M08","Feeding stuffs","Base 2010 = 100","85.49"
"Agricultural Input and Output Price Indices","2005M08","Straight feeding stuffs","Base 2010 = 100","82.69"
"Agricultural Input and Output Price Indices","2005M08","Compound feeding stuffs","Base 2010 = 100","85.95"
"Agricultural Input and Output Price Indices","2005M08","Compound feeding stuffs for calves","Base 2010 = 100","85.98"
"Agricultural Input and Output Price Indices","2005M08","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","86.06"
"Agricultural Input and Output Price Indices","2005M08","Compound feeding stuffs for pigs","Base 2010 = 100","87.8"
"Agricultural Input and Output Price Indices","2005M08","Compound feeding stuffs for poultry","Base 2010 = 100","83.29"
"Agricultural Input and Output Price Indices","2005M08","Other compound feeding stuffs","Base 2010 = 100","88.62"
"Agricultural Input and Output Price Indices","2005M08","Maintenance of materials and buildings","Base 2010 = 100","90.24"
"Agricultural Input and Output Price Indices","2005M08","Other goods and services","Base 2010 = 100","83.24"
"Agricultural Input and Output Price Indices","2005M09","Agricultural output price index","Base 2010 = 100","87.39"
"Agricultural Input and Output Price Indices","2005M09","Crop output","Base 2010 = 100","88.12"
"Agricultural Input and Output Price Indices","2005M09","Cereals including seeds","Base 2010 = 100","81.93"
"Agricultural Input and Output Price Indices","2005M09","Vegetables","Base 2010 = 100","93.03"
"Agricultural Input and Output Price Indices","2005M09","Potatoes including seeds","Base 2010 = 100","90.53"
"Agricultural Input and Output Price Indices","2005M09","Animal output","Base 2010 = 100","87.28"
"Agricultural Input and Output Price Indices","2005M09","Animals","Base 2010 = 100","83.61"
"Agricultural Input and Output Price Indices","2005M09","Cattle","Base 2010 = 100","81.77"
"Agricultural Input and Output Price Indices","2005M09","Cattle excluding calves","Base 2010 = 100","81.38"
"Agricultural Input and Output Price Indices","2005M09","Calves","Base 2010 = 100","137.89"
"Agricultural Input and Output Price Indices","2005M09","Pigs","Base 2010 = 100","103.45"
"Agricultural Input and Output Price Indices","2005M09","Sheep","Base 2010 = 100","70.26"
"Agricultural Input and Output Price Indices","2005M09","Poultry","Base 2010 = 100","87.53"
"Agricultural Input and Output Price Indices","2005M09","Animal products","Base 2010 = 100","93.08"
"Agricultural Input and Output Price Indices","2005M09","Milk","Base 2010 = 100","93.03"
"Agricultural Input and Output Price Indices","2005M09","Eggs","Base 2010 = 100","90.7"
"Agricultural Input and Output Price Indices","2005M09","Wool","Base 2010 = 100","113.63"
"Agricultural Input and Output Price Indices","2005M09","Agricultural input price index","Base 2010 = 100","85.61"
"Agricultural Input and Output Price Indices","2005M09","Seeds","Base 2010 = 100","95.55"
"Agricultural Input and Output Price Indices","2005M09","Energy","Base 2010 = 100","91.21"
"Agricultural Input and Output Price Indices","2005M09","Electricity","Base 2010 = 100","86.8"
"Agricultural Input and Output Price Indices","2005M09","Motor fuel","Base 2010 = 100","92.92"
"Agricultural Input and Output Price Indices","2005M09","Lubricants","Base 2010 = 100","80.68"
"Agricultural Input and Output Price Indices","2005M09","Fertilisers","Base 2010 = 100","75.24"
"Agricultural Input and Output Price Indices","2005M09","Straight fertilisers","Base 2010 = 100","82.51"
"Agricultural Input and Output Price Indices","2005M09","Compound fertilisers","Base 2010 = 100","71.33"
"Agricultural Input and Output Price Indices","2005M09","PK fertilisers","Base 2010 = 100","56.49"
"Agricultural Input and Output Price Indices","2005M09","NPK fertilisers","Base 2010 = 100","71.99"
"Agricultural Input and Output Price Indices","2005M09","Other fertilisers","Base 2010 = 100","88.19"
"Agricultural Input and Output Price Indices","2005M09","Plant protection products","Base 2010 = 100","96.68"
"Agricultural Input and Output Price Indices","2005M09","Veterinary expenses","Base 2010 = 100","89.27"
"Agricultural Input and Output Price Indices","2005M09","Feeding stuffs","Base 2010 = 100","85.51"
"Agricultural Input and Output Price Indices","2005M09","Straight feeding stuffs","Base 2010 = 100","82.72"
"Agricultural Input and Output Price Indices","2005M09","Compound feeding stuffs","Base 2010 = 100","85.97"
"Agricultural Input and Output Price Indices","2005M09","Compound feeding stuffs for calves","Base 2010 = 100","86.05"
"Agricultural Input and Output Price Indices","2005M09","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","86.06"
"Agricultural Input and Output Price Indices","2005M09","Compound feeding stuffs for pigs","Base 2010 = 100","87.8"
"Agricultural Input and Output Price Indices","2005M09","Compound feeding stuffs for poultry","Base 2010 = 100","83.34"
"Agricultural Input and Output Price Indices","2005M09","Other compound feeding stuffs","Base 2010 = 100","88.62"
"Agricultural Input and Output Price Indices","2005M09","Maintenance of materials and buildings","Base 2010 = 100","90.35"
"Agricultural Input and Output Price Indices","2005M09","Other goods and services","Base 2010 = 100","83.25"
"Agricultural Input and Output Price Indices","2005M10","Agricultural output price index","Base 2010 = 100","88.02"
"Agricultural Input and Output Price Indices","2005M10","Crop output","Base 2010 = 100","90.1"
"Agricultural Input and Output Price Indices","2005M10","Cereals including seeds","Base 2010 = 100","81.93"
"Agricultural Input and Output Price Indices","2005M10","Vegetables","Base 2010 = 100","93.03"
"Agricultural Input and Output Price Indices","2005M10","Potatoes including seeds","Base 2010 = 100","98.58"
"Agricultural Input and Output Price Indices","2005M10","Animal output","Base 2010 = 100","87.72"
"Agricultural Input and Output Price Indices","2005M10","Animals","Base 2010 = 100","83.24"
"Agricultural Input and Output Price Indices","2005M10","Cattle","Base 2010 = 100","81.31"
"Agricultural Input and Output Price Indices","2005M10","Cattle excluding calves","Base 2010 = 100","80.95"
"Agricultural Input and Output Price Indices","2005M10","Calves","Base 2010 = 100","133.36"
"Agricultural Input and Output Price Indices","2005M10","Pigs","Base 2010 = 100","103.79"
"Agricultural Input and Output Price Indices","2005M10","Sheep","Base 2010 = 100","70.12"
"Agricultural Input and Output Price Indices","2005M10","Poultry","Base 2010 = 100","86.33"
"Agricultural Input and Output Price Indices","2005M10","Animal products","Base 2010 = 100","94.79"
"Agricultural Input and Output Price Indices","2005M10","Milk","Base 2010 = 100","94.81"
"Agricultural Input and Output Price Indices","2005M10","Eggs","Base 2010 = 100","89.3"
"Agricultural Input and Output Price Indices","2005M10","Wool","Base 2010 = 100","113.63"
"Agricultural Input and Output Price Indices","2005M10","Agricultural input price index","Base 2010 = 100","85.61"
"Agricultural Input and Output Price Indices","2005M10","Seeds","Base 2010 = 100","95.55"
"Agricultural Input and Output Price Indices","2005M10","Energy","Base 2010 = 100","90.81"
"Agricultural Input and Output Price Indices","2005M10","Electricity","Base 2010 = 100","86.8"
"Agricultural Input and Output Price Indices","2005M10","Motor fuel","Base 2010 = 100","92.38"
"Agricultural Input and Output Price Indices","2005M10","Lubricants","Base 2010 = 100","80.92"
"Agricultural Input and Output Price Indices","2005M10","Fertilisers","Base 2010 = 100","75.44"
"Agricultural Input and Output Price Indices","2005M10","Straight fertilisers","Base 2010 = 100","82.31"
"Agricultural Input and Output Price Indices","2005M10","Compound fertilisers","Base 2010 = 100","71.42"
"Agricultural Input and Output Price Indices","2005M10","PK fertilisers","Base 2010 = 100","56.79"
"Agricultural Input and Output Price Indices","2005M10","NPK fertilisers","Base 2010 = 100","72.07"
"Agricultural Input and Output Price Indices","2005M10","Other fertilisers","Base 2010 = 100","95.07"
"Agricultural Input and Output Price Indices","2005M10","Plant protection products","Base 2010 = 100","96.68"
"Agricultural Input and Output Price Indices","2005M10","Veterinary expenses","Base 2010 = 100","89.27"
"Agricultural Input and Output Price Indices","2005M10","Feeding stuffs","Base 2010 = 100","85.52"
"Agricultural Input and Output Price Indices","2005M10","Straight feeding stuffs","Base 2010 = 100","83.03"
"Agricultural Input and Output Price Indices","2005M10","Compound feeding stuffs","Base 2010 = 100","85.92"
"Agricultural Input and Output Price Indices","2005M10","Compound feeding stuffs for calves","Base 2010 = 100","86.14"
"Agricultural Input and Output Price Indices","2005M10","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","86.21"
"Agricultural Input and Output Price Indices","2005M10","Compound feeding stuffs for pigs","Base 2010 = 100","87.09"
"Agricultural Input and Output Price Indices","2005M10","Compound feeding stuffs for poultry","Base 2010 = 100","83.26"
"Agricultural Input and Output Price Indices","2005M10","Other compound feeding stuffs","Base 2010 = 100","89.05"
"Agricultural Input and Output Price Indices","2005M10","Maintenance of materials and buildings","Base 2010 = 100","90.32"
"Agricultural Input and Output Price Indices","2005M10","Other goods and services","Base 2010 = 100","83.34"
"Agricultural Input and Output Price Indices","2005M11","Agricultural output price index","Base 2010 = 100","90.8"
"Agricultural Input and Output Price Indices","2005M11","Crop output","Base 2010 = 100","89.07"
"Agricultural Input and Output Price Indices","2005M11","Cereals including seeds","Base 2010 = 100","81.93"
"Agricultural Input and Output Price Indices","2005M11","Vegetables","Base 2010 = 100","93.03"
"Agricultural Input and Output Price Indices","2005M11","Potatoes including seeds","Base 2010 = 100","94.38"
"Agricultural Input and Output Price Indices","2005M11","Animal output","Base 2010 = 100","91.04"
"Agricultural Input and Output Price Indices","2005M11","Animals","Base 2010 = 100","86.83"
"Agricultural Input and Output Price Indices","2005M11","Cattle","Base 2010 = 100","86.55"
"Agricultural Input and Output Price Indices","2005M11","Cattle excluding calves","Base 2010 = 100","86.33"
"Agricultural Input and Output Price Indices","2005M11","Calves","Base 2010 = 100","119.53"
"Agricultural Input and Output Price Indices","2005M11","Pigs","Base 2010 = 100","102.01"
"Agricultural Input and Output Price Indices","2005M11","Sheep","Base 2010 = 100","72.35"
"Agricultural Input and Output Price Indices","2005M11","Poultry","Base 2010 = 100","85.76"
"Agricultural Input and Output Price Indices","2005M11","Animal products","Base 2010 = 100","97.7"
"Agricultural Input and Output Price Indices","2005M11","Milk","Base 2010 = 100","97.79"
"Agricultural Input and Output Price Indices","2005M11","Eggs","Base 2010 = 100","89.83"
"Agricultural Input and Output Price Indices","2005M11","Wool","Base 2010 = 100","113.63"
"Agricultural Input and Output Price Indices","2005M11","Agricultural input price index","Base 2010 = 100","85.31"
"Agricultural Input and Output Price Indices","2005M11","Seeds","Base 2010 = 100","95.55"
"Agricultural Input and Output Price Indices","2005M11","Energy","Base 2010 = 100","87.27"
"Agricultural Input and Output Price Indices","2005M11","Electricity","Base 2010 = 100","86.8"
"Agricultural Input and Output Price Indices","2005M11","Motor fuel","Base 2010 = 100","87.69"
"Agricultural Input and Output Price Indices","2005M11","Lubricants","Base 2010 = 100","81"
"Agricultural Input and Output Price Indices","2005M11","Fertilisers","Base 2010 = 100","75.58"
"Agricultural Input and Output Price Indices","2005M11","Straight fertilisers","Base 2010 = 100","82.46"
"Agricultural Input and Output Price Indices","2005M11","Compound fertilisers","Base 2010 = 100","71.57"
"Agricultural Input and Output Price Indices","2005M11","PK fertilisers","Base 2010 = 100","56.71"
"Agricultural Input and Output Price Indices","2005M11","NPK fertilisers","Base 2010 = 100","72.23"
"Agricultural Input and Output Price Indices","2005M11","Other fertilisers","Base 2010 = 100","95.07"
"Agricultural Input and Output Price Indices","2005M11","Plant protection products","Base 2010 = 100","96.68"
"Agricultural Input and Output Price Indices","2005M11","Veterinary expenses","Base 2010 = 100","89.27"
