"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Most Rainfall in a Day","1965M11","Shannon airport","Millimetres","12.8"
"Most Rainfall in a Day","1965M12","Shannon airport","Millimetres","24.7"
"Most Rainfall in a Day","1966M01","Shannon airport","Millimetres","11.4"
"Most Rainfall in a Day","1966M02","Shannon airport","Millimetres","10.6"
"Most Rainfall in a Day","1966M03","Shannon airport","Millimetres","11.5"
"Most Rainfall in a Day","1966M04","Shannon airport","Millimetres","20.1"
"Most Rainfall in a Day","1966M05","Shannon airport","Millimetres","10.7"
"Most Rainfall in a Day","1966M06","Shannon airport","Millimetres","13.3"
"Most Rainfall in a Day","1966M07","Shannon airport","Millimetres","19"
"Most Rainfall in a Day","1966M08","Shannon airport","Millimetres","35.9"
"Most Rainfall in a Day","1966M09","Shannon airport","Millimetres","14.8"
"Most Rainfall in a Day","1966M10","Shannon airport","Millimetres","18.2"
"Most Rainfall in a Day","1966M11","Shannon airport","Millimetres","7.8"
"Most Rainfall in a Day","1966M12","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1967M01","Shannon airport","Millimetres","11.9"
"Most Rainfall in a Day","1967M02","Shannon airport","Millimetres","26.4"
"Most Rainfall in a Day","1967M03","Shannon airport","Millimetres","10.9"
"Most Rainfall in a Day","1967M04","Shannon airport","Millimetres","10.2"
"Most Rainfall in a Day","1967M05","Shannon airport","Millimetres","13.9"
"Most Rainfall in a Day","1967M06","Shannon airport","Millimetres","13.3"
"Most Rainfall in a Day","1967M07","Shannon airport","Millimetres","5.2"
"Most Rainfall in a Day","1967M08","Shannon airport","Millimetres","10.5"
"Most Rainfall in a Day","1967M09","Shannon airport","Millimetres","15.4"
"Most Rainfall in a Day","1967M10","Shannon airport","Millimetres","27.6"
"Most Rainfall in a Day","1967M11","Shannon airport","Millimetres","16.1"
"Most Rainfall in a Day","1967M12","Shannon airport","Millimetres","7.8"
"Most Rainfall in a Day","1968M01","Shannon airport","Millimetres","17.4"
"Most Rainfall in a Day","1968M02","Shannon airport","Millimetres","8"
"Most Rainfall in a Day","1968M03","Shannon airport","Millimetres","17.7"
"Most Rainfall in a Day","1968M04","Shannon airport","Millimetres","7.3"
"Most Rainfall in a Day","1968M05","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1968M06","Shannon airport","Millimetres","12.5"
"Most Rainfall in a Day","1968M07","Shannon airport","Millimetres","11.2"
"Most Rainfall in a Day","1968M08","Shannon airport","Millimetres","26.4"
"Most Rainfall in a Day","1968M09","Shannon airport","Millimetres","25"
"Most Rainfall in a Day","1968M10","Shannon airport","Millimetres","19.1"
"Most Rainfall in a Day","1968M11","Shannon airport","Millimetres","21.8"
"Most Rainfall in a Day","1968M12","Shannon airport","Millimetres","50.4"
"Most Rainfall in a Day","1969M01","Shannon airport","Millimetres","24.8"
"Most Rainfall in a Day","1969M02","Shannon airport","Millimetres","10.5"
"Most Rainfall in a Day","1969M03","Shannon airport","Millimetres","9.4"
"Most Rainfall in a Day","1969M04","Shannon airport","Millimetres","12.7"
"Most Rainfall in a Day","1969M05","Shannon airport","Millimetres","8.7"
"Most Rainfall in a Day","1969M06","Shannon airport","Millimetres","16.6"
"Most Rainfall in a Day","1969M07","Shannon airport","Millimetres","12.5"
"Most Rainfall in a Day","1969M08","Shannon airport","Millimetres","7.2"
"Most Rainfall in a Day","1969M09","Shannon airport","Millimetres","23.4"
"Most Rainfall in a Day","1969M10","Shannon airport","Millimetres","19.6"
"Most Rainfall in a Day","1969M11","Shannon airport","Millimetres","22.5"
"Most Rainfall in a Day","1969M12","Shannon airport","Millimetres","18"
"Most Rainfall in a Day","1970M01","Shannon airport","Millimetres","9.1"
"Most Rainfall in a Day","1970M02","Shannon airport","Millimetres","16.7"
"Most Rainfall in a Day","1970M03","Shannon airport","Millimetres","10.1"
"Most Rainfall in a Day","1970M04","Shannon airport","Millimetres","14.6"
"Most Rainfall in a Day","1970M05","Shannon airport","Millimetres","15.7"
"Most Rainfall in a Day","1970M06","Shannon airport","Millimetres","13.1"
"Most Rainfall in a Day","1970M07","Shannon airport","Millimetres","27.2"
"Most Rainfall in a Day","1970M08","Shannon airport","Millimetres","22.3"
"Most Rainfall in a Day","1970M09","Shannon airport","Millimetres","9.6"
"Most Rainfall in a Day","1970M10","Shannon airport","Millimetres","17.1"
"Most Rainfall in a Day","1970M11","Shannon airport","Millimetres","26.5"
"Most Rainfall in a Day","1970M12","Shannon airport","Millimetres","8.9"
"Most Rainfall in a Day","1971M01","Shannon airport","Millimetres","8"
"Most Rainfall in a Day","1971M02","Shannon airport","Millimetres","12.5"
"Most Rainfall in a Day","1971M03","Shannon airport","Millimetres","12.7"
"Most Rainfall in a Day","1971M04","Shannon airport","Millimetres","7.7"
"Most Rainfall in a Day","1971M05","Shannon airport","Millimetres","8.7"
"Most Rainfall in a Day","1971M06","Shannon airport","Millimetres","28.5"
"Most Rainfall in a Day","1971M07","Shannon airport","Millimetres","11.5"
"Most Rainfall in a Day","1971M08","Shannon airport","Millimetres","12.3"
"Most Rainfall in a Day","1971M09","Shannon airport","Millimetres","13"
"Most Rainfall in a Day","1971M10","Shannon airport","Millimetres","26"
"Most Rainfall in a Day","1971M11","Shannon airport","Millimetres","27.5"
"Most Rainfall in a Day","1971M12","Shannon airport","Millimetres","11"
"Most Rainfall in a Day","1972M01","Shannon airport","Millimetres","17.9"
"Most Rainfall in a Day","1972M02","Shannon airport","Millimetres","11.9"
"Most Rainfall in a Day","1972M03","Shannon airport","Millimetres","14.1"
"Most Rainfall in a Day","1972M04","Shannon airport","Millimetres","11.7"
"Most Rainfall in a Day","1972M05","Shannon airport","Millimetres","10.6"
"Most Rainfall in a Day","1972M06","Shannon airport","Millimetres","14.8"
"Most Rainfall in a Day","1972M07","Shannon airport","Millimetres","24.4"
"Most Rainfall in a Day","1972M08","Shannon airport","Millimetres","14.7"
"Most Rainfall in a Day","1972M09","Shannon airport","Millimetres","5.1"
"Most Rainfall in a Day","1972M10","Shannon airport","Millimetres","13.3"
"Most Rainfall in a Day","1972M11","Shannon airport","Millimetres","33"
"Most Rainfall in a Day","1972M12","Shannon airport","Millimetres","16.7"
"Most Rainfall in a Day","1973M01","Shannon airport","Millimetres","15.6"
"Most Rainfall in a Day","1973M02","Shannon airport","Millimetres","19.5"
"Most Rainfall in a Day","1973M03","Shannon airport","Millimetres","7.6"
"Most Rainfall in a Day","1973M04","Shannon airport","Millimetres","20.5"
"Most Rainfall in a Day","1973M05","Shannon airport","Millimetres","16.2"
"Most Rainfall in a Day","1973M06","Shannon airport","Millimetres","5.9"
"Most Rainfall in a Day","1973M07","Shannon airport","Millimetres","11.7"
"Most Rainfall in a Day","1973M08","Shannon airport","Millimetres","20.4"
"Most Rainfall in a Day","1973M09","Shannon airport","Millimetres","22.7"
"Most Rainfall in a Day","1973M10","Shannon airport","Millimetres","9.8"
"Most Rainfall in a Day","1973M11","Shannon airport","Millimetres","26.2"
"Most Rainfall in a Day","1973M12","Shannon airport","Millimetres","24.6"
"Most Rainfall in a Day","1974M01","Shannon airport","Millimetres","29"
"Most Rainfall in a Day","1974M02","Shannon airport","Millimetres","17.6"
"Most Rainfall in a Day","1974M03","Shannon airport","Millimetres","8.3"
"Most Rainfall in a Day","1974M04","Shannon airport","Millimetres","8.7"
"Most Rainfall in a Day","1974M05","Shannon airport","Millimetres","7"
"Most Rainfall in a Day","1974M06","Shannon airport","Millimetres","13.1"
"Most Rainfall in a Day","1974M07","Shannon airport","Millimetres","12.2"
"Most Rainfall in a Day","1974M08","Shannon airport","Millimetres","27.9"
"Most Rainfall in a Day","1974M09","Shannon airport","Millimetres","24.6"
"Most Rainfall in a Day","1974M10","Shannon airport","Millimetres","21.2"
"Most Rainfall in a Day","1974M11","Shannon airport","Millimetres","17.5"
"Most Rainfall in a Day","1974M12","Shannon airport","Millimetres","10.1"
"Most Rainfall in a Day","1975M01","Shannon airport","Millimetres","25.4"
"Most Rainfall in a Day","1975M02","Shannon airport","Millimetres","8"
"Most Rainfall in a Day","1975M03","Shannon airport","Millimetres","8.9"
"Most Rainfall in a Day","1975M04","Shannon airport","Millimetres","14.3"
"Most Rainfall in a Day","1975M05","Shannon airport","Millimetres","8.6"
"Most Rainfall in a Day","1975M06","Shannon airport","Millimetres","7.6"
"Most Rainfall in a Day","1975M07","Shannon airport","Millimetres","13.5"
"Most Rainfall in a Day","1975M08","Shannon airport","Millimetres","17.3"
"Most Rainfall in a Day","1975M09","Shannon airport","Millimetres","35.5"
"Most Rainfall in a Day","1975M10","Shannon airport","Millimetres","21.8"
"Most Rainfall in a Day","1975M11","Shannon airport","Millimetres","19"
"Most Rainfall in a Day","1975M12","Shannon airport","Millimetres","36.2"
"Most Rainfall in a Day","1976M01","Shannon airport","Millimetres","21.2"
"Most Rainfall in a Day","1976M02","Shannon airport","Millimetres","21.6"
"Most Rainfall in a Day","1976M03","Shannon airport","Millimetres","13.3"
"Most Rainfall in a Day","1976M04","Shannon airport","Millimetres","10.4"
"Most Rainfall in a Day","1976M05","Shannon airport","Millimetres","12.6"
"Most Rainfall in a Day","1976M06","Shannon airport","Millimetres","8.6"
"Most Rainfall in a Day","1976M07","Shannon airport","Millimetres","13.2"
"Most Rainfall in a Day","1976M08","Shannon airport","Millimetres","5.1"
"Most Rainfall in a Day","1976M09","Shannon airport","Millimetres","14.6"
"Most Rainfall in a Day","1976M10","Shannon airport","Millimetres","33"
"Most Rainfall in a Day","1976M11","Shannon airport","Millimetres","12.8"
"Most Rainfall in a Day","1976M12","Shannon airport","Millimetres","18.3"
"Most Rainfall in a Day","1977M01","Shannon airport","Millimetres","8.8"
"Most Rainfall in a Day","1977M02","Shannon airport","Millimetres","14.9"
"Most Rainfall in a Day","1977M03","Shannon airport","Millimetres","11"
"Most Rainfall in a Day","1977M04","Shannon airport","Millimetres","13.1"
"Most Rainfall in a Day","1977M05","Shannon airport","Millimetres","4.4"
"Most Rainfall in a Day","1977M06","Shannon airport","Millimetres","17.6"
"Most Rainfall in a Day","1977M07","Shannon airport","Millimetres","29.5"
"Most Rainfall in a Day","1977M08","Shannon airport","Millimetres","18.5"
"Most Rainfall in a Day","1977M09","Shannon airport","Millimetres","15.3"
"Most Rainfall in a Day","1977M10","Shannon airport","Millimetres","15"
"Most Rainfall in a Day","1977M11","Shannon airport","Millimetres","21.3"
"Most Rainfall in a Day","1977M12","Shannon airport","Millimetres","7.9"
"Most Rainfall in a Day","1978M01","Shannon airport","Millimetres","18.5"
"Most Rainfall in a Day","1978M02","Shannon airport","Millimetres","15.6"
"Most Rainfall in a Day","1978M03","Shannon airport","Millimetres","11.9"
"Most Rainfall in a Day","1978M04","Shannon airport","Millimetres","29.6"
"Most Rainfall in a Day","1978M05","Shannon airport","Millimetres","8.1"
"Most Rainfall in a Day","1978M06","Shannon airport","Millimetres","7.5"
"Most Rainfall in a Day","1978M07","Shannon airport","Millimetres","42.5"
"Most Rainfall in a Day","1978M08","Shannon airport","Millimetres","25.6"
"Most Rainfall in a Day","1978M09","Shannon airport","Millimetres","9.8"
"Most Rainfall in a Day","1978M10","Shannon airport","Millimetres","12.4"
"Most Rainfall in a Day","1978M11","Shannon airport","Millimetres","11.9"
"Most Rainfall in a Day","1978M12","Shannon airport","Millimetres","14.8"
"Most Rainfall in a Day","1979M01","Shannon airport","Millimetres","16.4"
"Most Rainfall in a Day","1979M02","Shannon airport","Millimetres","21.3"
"Most Rainfall in a Day","1979M03","Shannon airport","Millimetres","16.7"
"Most Rainfall in a Day","1979M04","Shannon airport","Millimetres","14.9"
"Most Rainfall in a Day","1979M05","Shannon airport","Millimetres","22.7"
"Most Rainfall in a Day","1979M06","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1979M07","Shannon airport","Millimetres","6"
"Most Rainfall in a Day","1979M08","Shannon airport","Millimetres","19.6"
"Most Rainfall in a Day","1979M09","Shannon airport","Millimetres","20.6"
"Most Rainfall in a Day","1979M10","Shannon airport","Millimetres","20.7"
"Most Rainfall in a Day","1979M11","Shannon airport","Millimetres","24.3"
"Most Rainfall in a Day","1979M12","Shannon airport","Millimetres","22.6"
"Most Rainfall in a Day","1980M01","Shannon airport","Millimetres","10.2"
"Most Rainfall in a Day","1980M02","Shannon airport","Millimetres","11.5"
"Most Rainfall in a Day","1980M03","Shannon airport","Millimetres","13.5"
"Most Rainfall in a Day","1980M04","Shannon airport","Millimetres","8.2"
"Most Rainfall in a Day","1980M05","Shannon airport","Millimetres","7"
"Most Rainfall in a Day","1980M06","Shannon airport","Millimetres","13.2"
"Most Rainfall in a Day","1980M07","Shannon airport","Millimetres","18.1"
"Most Rainfall in a Day","1980M08","Shannon airport","Millimetres","22.1"
"Most Rainfall in a Day","1980M09","Shannon airport","Millimetres","20.6"
"Most Rainfall in a Day","1980M10","Shannon airport","Millimetres","20.6"
"Most Rainfall in a Day","1980M11","Shannon airport","Millimetres","25.5"
"Most Rainfall in a Day","1980M12","Shannon airport","Millimetres","20.1"
"Most Rainfall in a Day","1981M01","Shannon airport","Millimetres","14.9"
"Most Rainfall in a Day","1981M02","Shannon airport","Millimetres","22"
"Most Rainfall in a Day","1981M03","Shannon airport","Millimetres","16.7"
"Most Rainfall in a Day","1981M04","Shannon airport","Millimetres","3.1"
"Most Rainfall in a Day","1981M05","Shannon airport","Millimetres","18.6"
"Most Rainfall in a Day","1981M06","Shannon airport","Millimetres","13.6"
"Most Rainfall in a Day","1981M07","Shannon airport","Millimetres","7.5"
"Most Rainfall in a Day","1981M08","Shannon airport","Millimetres","8.1"
"Most Rainfall in a Day","1981M09","Shannon airport","Millimetres","23.4"
"Most Rainfall in a Day","1981M10","Shannon airport","Millimetres","13.4"
"Most Rainfall in a Day","1981M11","Shannon airport","Millimetres","14.4"
"Most Rainfall in a Day","1981M12","Shannon airport","Millimetres","12.6"
"Most Rainfall in a Day","1982M01","Shannon airport","Millimetres","19"
"Most Rainfall in a Day","1982M02","Shannon airport","Millimetres","21.3"
"Most Rainfall in a Day","1982M03","Shannon airport","Millimetres","12.9"
"Most Rainfall in a Day","1982M04","Shannon airport","Millimetres","7.2"
"Most Rainfall in a Day","1982M05","Shannon airport","Millimetres","10.4"
"Most Rainfall in a Day","1982M06","Shannon airport","Millimetres","26.9"
"Most Rainfall in a Day","1982M07","Shannon airport","Millimetres","6"
"Most Rainfall in a Day","1982M08","Shannon airport","Millimetres","14.8"
"Most Rainfall in a Day","1982M09","Shannon airport","Millimetres","20.7"
"Most Rainfall in a Day","1982M10","Shannon airport","Millimetres","16"
"Most Rainfall in a Day","1982M11","Shannon airport","Millimetres","20.6"
"Most Rainfall in a Day","1982M12","Shannon airport","Millimetres","26.3"
"Most Rainfall in a Day","1983M01","Shannon airport","Millimetres","23.3"
"Most Rainfall in a Day","1983M02","Shannon airport","Millimetres","28.8"
"Most Rainfall in a Day","1983M03","Shannon airport","Millimetres","7.4"
"Most Rainfall in a Day","1983M04","Shannon airport","Millimetres","8.8"
"Most Rainfall in a Day","1983M05","Shannon airport","Millimetres","13.4"
"Most Rainfall in a Day","1983M06","Shannon airport","Millimetres","12.5"
"Most Rainfall in a Day","1983M07","Shannon airport","Millimetres","5.1"
"Most Rainfall in a Day","1983M08","Shannon airport","Millimetres","15.3"
"Most Rainfall in a Day","1983M09","Shannon airport","Millimetres","15.8"
"Most Rainfall in a Day","1983M10","Shannon airport","Millimetres","27.7"
"Most Rainfall in a Day","1983M11","Shannon airport","Millimetres","27.4"
"Most Rainfall in a Day","1983M12","Shannon airport","Millimetres","33.4"
"Most Rainfall in a Day","1984M01","Shannon airport","Millimetres","25.8"
"Most Rainfall in a Day","1984M02","Shannon airport","Millimetres","23.1"
"Most Rainfall in a Day","1984M03","Shannon airport","Millimetres","24.4"
"Most Rainfall in a Day","1984M04","Shannon airport","Millimetres","19"
"Most Rainfall in a Day","1984M05","Shannon airport","Millimetres","10.5"
"Most Rainfall in a Day","1984M06","Shannon airport","Millimetres","6.7"
"Most Rainfall in a Day","1984M07","Shannon airport","Millimetres","10.2"
"Most Rainfall in a Day","1984M08","Shannon airport","Millimetres","21.6"
"Most Rainfall in a Day","1984M09","Shannon airport","Millimetres","10"
"Most Rainfall in a Day","1984M10","Shannon airport","Millimetres","18.5"
"Most Rainfall in a Day","1984M11","Shannon airport","Millimetres","14.1"
"Most Rainfall in a Day","1984M12","Shannon airport","Millimetres","14.2"
"Most Rainfall in a Day","1985M01","Shannon airport","Millimetres","11.3"
"Most Rainfall in a Day","1985M02","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1985M03","Shannon airport","Millimetres","19.6"
"Most Rainfall in a Day","1985M04","Shannon airport","Millimetres","14"
"Most Rainfall in a Day","1985M05","Shannon airport","Millimetres","15.6"
"Most Rainfall in a Day","1985M06","Shannon airport","Millimetres","15.2"
"Most Rainfall in a Day","1985M07","Shannon airport","Millimetres","34.1"
"Most Rainfall in a Day","1985M08","Shannon airport","Millimetres","31.3"
"Most Rainfall in a Day","1985M09","Shannon airport","Millimetres","14.8"
"Most Rainfall in a Day","1985M10","Shannon airport","Millimetres","12.5"
"Most Rainfall in a Day","1985M11","Shannon airport","Millimetres","9.1"
"Most Rainfall in a Day","1985M12","Shannon airport","Millimetres","11.7"
"Most Rainfall in a Day","1986M01","Shannon airport","Millimetres","14"
"Most Rainfall in a Day","1986M02","Shannon airport","Millimetres","0.4"
"Most Rainfall in a Day","1986M03","Shannon airport","Millimetres","17.8"
"Most Rainfall in a Day","1986M04","Shannon airport","Millimetres","10"
"Most Rainfall in a Day","1986M05","Shannon airport","Millimetres","24"
"Most Rainfall in a Day","1986M06","Shannon airport","Millimetres","23.6"
"Most Rainfall in a Day","1986M07","Shannon airport","Millimetres","7.4"
"Most Rainfall in a Day","1986M08","Shannon airport","Millimetres","35.3"
"Most Rainfall in a Day","1986M09","Shannon airport","Millimetres","3.9"
"Most Rainfall in a Day","1986M10","Shannon airport","Millimetres","15.4"
"Most Rainfall in a Day","1986M11","Shannon airport","Millimetres","16.8"
"Most Rainfall in a Day","1986M12","Shannon airport","Millimetres","18.1"
"Most Rainfall in a Day","1987M01","Shannon airport","Millimetres","9.4"
"Most Rainfall in a Day","1987M02","Shannon airport","Millimetres","11.4"
"Most Rainfall in a Day","1987M03","Shannon airport","Millimetres","11.8"
"Most Rainfall in a Day","1987M04","Shannon airport","Millimetres","7"
"Most Rainfall in a Day","1987M05","Shannon airport","Millimetres","3.1"
"Most Rainfall in a Day","1987M06","Shannon airport","Millimetres","23.9"
"Most Rainfall in a Day","1987M07","Shannon airport","Millimetres","12.6"
"Most Rainfall in a Day","1987M08","Shannon airport","Millimetres","10.9"
"Most Rainfall in a Day","1987M09","Shannon airport","Millimetres","20.1"
"Most Rainfall in a Day","1987M10","Shannon airport","Millimetres","13"
"Most Rainfall in a Day","1987M11","Shannon airport","Millimetres","14.6"
"Most Rainfall in a Day","1987M12","Shannon airport","Millimetres","8.1"
"Most Rainfall in a Day","1988M01","Shannon airport","Millimetres","18.8"
"Most Rainfall in a Day","1988M02","Shannon airport","Millimetres","15.3"
"Most Rainfall in a Day","1988M03","Shannon airport","Millimetres","22.3"
"Most Rainfall in a Day","1988M04","Shannon airport","Millimetres","13.8"
"Most Rainfall in a Day","1988M05","Shannon airport","Millimetres","10.3"
"Most Rainfall in a Day","1988M06","Shannon airport","Millimetres","21.1"
"Most Rainfall in a Day","1988M07","Shannon airport","Millimetres","16.8"
"Most Rainfall in a Day","1988M08","Shannon airport","Millimetres","23.2"
"Most Rainfall in a Day","1988M09","Shannon airport","Millimetres","23.8"
"Most Rainfall in a Day","1988M10","Shannon airport","Millimetres","25.9"
"Most Rainfall in a Day","1988M11","Shannon airport","Millimetres","12.3"
"Most Rainfall in a Day","1988M12","Shannon airport","Millimetres","18.5"
"Most Rainfall in a Day","1989M01","Shannon airport","Millimetres","18.5"
"Most Rainfall in a Day","1989M02","Shannon airport","Millimetres","15.2"
"Most Rainfall in a Day","1989M03","Shannon airport","Millimetres","16.2"
"Most Rainfall in a Day","1989M04","Shannon airport","Millimetres","20.1"
"Most Rainfall in a Day","1989M05","Shannon airport","Millimetres","5.9"
"Most Rainfall in a Day","1989M06","Shannon airport","Millimetres","15"
"Most Rainfall in a Day","1989M07","Shannon airport","Millimetres","4.7"
"Most Rainfall in a Day","1989M08","Shannon airport","Millimetres","9.1"
"Most Rainfall in a Day","1989M09","Shannon airport","Millimetres","16.7"
"Most Rainfall in a Day","1989M10","Shannon airport","Millimetres","17.3"
"Most Rainfall in a Day","1989M11","Shannon airport","Millimetres","8.9"
"Most Rainfall in a Day","1989M12","Shannon airport","Millimetres","16.2"
"Most Rainfall in a Day","1990M01","Shannon airport","Millimetres","22.6"
"Most Rainfall in a Day","1990M02","Shannon airport","Millimetres","33.5"
"Most Rainfall in a Day","1990M03","Shannon airport","Millimetres","7.7"
"Most Rainfall in a Day","1990M04","Shannon airport","Millimetres","13.1"
"Most Rainfall in a Day","1990M05","Shannon airport","Millimetres","11.5"
"Most Rainfall in a Day","1990M06","Shannon airport","Millimetres","19.7"
"Most Rainfall in a Day","1990M07","Shannon airport","Millimetres","15.7"
"Most Rainfall in a Day","1990M08","Shannon airport","Millimetres","11.9"
"Most Rainfall in a Day","1990M09","Shannon airport","Millimetres","7.9"
"Most Rainfall in a Day","1990M10","Shannon airport","Millimetres","23.2"
"Most Rainfall in a Day","1990M11","Shannon airport","Millimetres","15.8"
"Most Rainfall in a Day","1990M12","Shannon airport","Millimetres","21.6"
"Most Rainfall in a Day","1991M01","Shannon airport","Millimetres","16"
"Most Rainfall in a Day","1991M02","Shannon airport","Millimetres","19.3"
"Most Rainfall in a Day","1991M03","Shannon airport","Millimetres","16.8"
"Most Rainfall in a Day","1991M04","Shannon airport","Millimetres","12.9"
"Most Rainfall in a Day","1991M05","Shannon airport","Millimetres","3.5"
"Most Rainfall in a Day","1991M06","Shannon airport","Millimetres","13.2"
"Most Rainfall in a Day","1991M07","Shannon airport","Millimetres","11.5"
"Most Rainfall in a Day","1991M08","Shannon airport","Millimetres","23.8"
"Most Rainfall in a Day","1991M09","Shannon airport","Millimetres","18.6"
"Most Rainfall in a Day","1991M10","Shannon airport","Millimetres","15.8"
"Most Rainfall in a Day","1991M11","Shannon airport","Millimetres","21.5"
"Most Rainfall in a Day","1991M12","Shannon airport","Millimetres","15.7"
"Most Rainfall in a Day","1992M01","Shannon airport","Millimetres","24.5"
"Most Rainfall in a Day","1992M02","Shannon airport","Millimetres","7.8"
"Most Rainfall in a Day","1992M03","Shannon airport","Millimetres","20"
"Most Rainfall in a Day","1992M04","Shannon airport","Millimetres","11.3"
"Most Rainfall in a Day","1992M05","Shannon airport","Millimetres","8.5"
"Most Rainfall in a Day","1992M06","Shannon airport","Millimetres","9.1"
"Most Rainfall in a Day","1992M07","Shannon airport","Millimetres","20.2"
"Most Rainfall in a Day","1992M08","Shannon airport","Millimetres","22.3"
"Most Rainfall in a Day","1992M09","Shannon airport","Millimetres","21.6"
"Most Rainfall in a Day","1992M10","Shannon airport","Millimetres","14.4"
"Most Rainfall in a Day","1992M11","Shannon airport","Millimetres","16.5"
"Most Rainfall in a Day","1992M12","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1993M01","Shannon airport","Millimetres","7.4"
"Most Rainfall in a Day","1993M02","Shannon airport","Millimetres","4.9"
"Most Rainfall in a Day","1993M03","Shannon airport","Millimetres","8.9"
"Most Rainfall in a Day","1993M04","Shannon airport","Millimetres","14.4"
"Most Rainfall in a Day","1993M05","Shannon airport","Millimetres","19"
"Most Rainfall in a Day","1993M06","Shannon airport","Millimetres","16"
"Most Rainfall in a Day","1993M07","Shannon airport","Millimetres","12.9"
"Most Rainfall in a Day","1993M08","Shannon airport","Millimetres","23.1"
"Most Rainfall in a Day","1993M09","Shannon airport","Millimetres","33.2"
"Most Rainfall in a Day","1993M10","Shannon airport","Millimetres","14"
"Most Rainfall in a Day","1993M11","Shannon airport","Millimetres","7.4"
"Most Rainfall in a Day","1993M12","Shannon airport","Millimetres","18.8"
"Most Rainfall in a Day","1994M01","Shannon airport","Millimetres","17.7"
"Most Rainfall in a Day","1994M02","Shannon airport","Millimetres","24.5"
"Most Rainfall in a Day","1994M03","Shannon airport","Millimetres","17.1"
"Most Rainfall in a Day","1994M04","Shannon airport","Millimetres","14"
"Most Rainfall in a Day","1994M05","Shannon airport","Millimetres","12.9"
"Most Rainfall in a Day","1994M06","Shannon airport","Millimetres","16.8"
"Most Rainfall in a Day","1994M07","Shannon airport","Millimetres","9.6"
"Most Rainfall in a Day","1994M08","Shannon airport","Millimetres","22.1"
"Most Rainfall in a Day","1994M09","Shannon airport","Millimetres","13.1"
"Most Rainfall in a Day","1994M10","Shannon airport","Millimetres","16.1"
"Most Rainfall in a Day","1994M11","Shannon airport","Millimetres","10"
"Most Rainfall in a Day","1994M12","Shannon airport","Millimetres","25.1"
"Most Rainfall in a Day","1995M01","Shannon airport","Millimetres","29.1"
"Most Rainfall in a Day","1995M02","Shannon airport","Millimetres","21.9"
"Most Rainfall in a Day","1995M03","Shannon airport","Millimetres","12.6"
"Most Rainfall in a Day","1995M04","Shannon airport","Millimetres","6.9"
"Most Rainfall in a Day","1995M05","Shannon airport","Millimetres","17.3"
"Most Rainfall in a Day","1995M06","Shannon airport","Millimetres","9.1"
"Most Rainfall in a Day","1995M07","Shannon airport","Millimetres","39.5"
"Most Rainfall in a Day","1995M08","Shannon airport","Millimetres","1.3"
"Most Rainfall in a Day","1995M09","Shannon airport","Millimetres","17.1"
"Most Rainfall in a Day","1995M10","Shannon airport","Millimetres","18.2"
"Most Rainfall in a Day","1995M11","Shannon airport","Millimetres","22.1"
"Most Rainfall in a Day","1995M12","Shannon airport","Millimetres","20.4"
"Most Rainfall in a Day","1996M01","Shannon airport","Millimetres","12.2"
"Most Rainfall in a Day","1996M02","Shannon airport","Millimetres","16"
"Most Rainfall in a Day","1996M03","Shannon airport","Millimetres","19.3"
"Most Rainfall in a Day","1996M04","Shannon airport","Millimetres","15.7"
"Most Rainfall in a Day","1996M05","Shannon airport","Millimetres","12.1"
"Most Rainfall in a Day","1996M06","Shannon airport","Millimetres","6.2"
"Most Rainfall in a Day","1996M07","Shannon airport","Millimetres","15.3"
"Most Rainfall in a Day","1996M08","Shannon airport","Millimetres","22.7"
"Most Rainfall in a Day","1996M09","Shannon airport","Millimetres","18.4"
"Most Rainfall in a Day","1996M10","Shannon airport","Millimetres","22"
"Most Rainfall in a Day","1996M11","Shannon airport","Millimetres","26.6"
"Most Rainfall in a Day","1996M12","Shannon airport","Millimetres","16.4"
"Most Rainfall in a Day","1997M01","Shannon airport","Millimetres","10.4"
"Most Rainfall in a Day","1997M02","Shannon airport","Millimetres","13"
"Most Rainfall in a Day","1997M03","Shannon airport","Millimetres","4.5"
"Most Rainfall in a Day","1997M04","Shannon airport","Millimetres","28.8"
"Most Rainfall in a Day","1997M05","Shannon airport","Millimetres","18.9"
"Most Rainfall in a Day","1997M06","Shannon airport","Millimetres","28"
"Most Rainfall in a Day","1997M07","Shannon airport","Millimetres","14.8"
"Most Rainfall in a Day","1997M08","Shannon airport","Millimetres","46"
"Most Rainfall in a Day","1997M09","Shannon airport","Millimetres","8.9"
"Most Rainfall in a Day","1997M10","Shannon airport","Millimetres","29.6"
"Most Rainfall in a Day","1997M11","Shannon airport","Millimetres","18.2"
"Most Rainfall in a Day","1997M12","Shannon airport","Millimetres","23.5"
"Most Rainfall in a Day","1998M01","Shannon airport","Millimetres","15.4"
"Most Rainfall in a Day","1998M02","Shannon airport","Millimetres","8.3"
"Most Rainfall in a Day","1998M03","Shannon airport","Millimetres","16.3"
"Most Rainfall in a Day","1998M04","Shannon airport","Millimetres","20.5"
